,FIPS County,State,County,Sites
2685,007,Utah,Carbon,3.0
2686,009,Utah,Daggett,
2687,011,Utah,Davis,24.0
2688,013,Utah,Duchesne,1.0
2689,015,Utah,Emery,1.0
2690,017,Utah,Garfield,1.0
2691,019,Utah,Grand,2.0
2692,021,Utah,Iron,4.0
2693,023,Utah,Juab,
2694,025,Utah,Kane,1.0
2695,027,Utah,Millard,
2696,029,Utah,Morgan,
2697,031,Utah,Piute,
2698,033,Utah,Rich,
2699,035,Utah,Salt Lake,58.0
2700,037,Utah,San Juan,
2701,039,Utah,Sanpete,1.0
2702,041,Utah,Sevier,1.0
2703,043,Utah,Summit,3.0
2704,045,Utah,Tooele,3.0
2705,047,Utah,Uintah,3.0
2706,051,Utah,Wasatch,3.0
2707,053,Utah,Washington,12.0
2708,055,Utah,Wayne,
2709,057,Utah,Weber,14.0
2710,001,Vermont,Addison,3.0
2711,003,Vermont,Bennington,2.0
2712,005,Vermont,Caledonia,3.0
2713,007,Vermont,Chittenden,21.0
2714,009,Vermont,Essex,
2715,011,Vermont,Franklin,1.0
2716,013,Vermont,Grand Isle,1.0
2717,015,Vermont,Lamoille,3.0
2718,017,Vermont,Orange,2.0
2719,019,Vermont,Orleans,3.0
2720,021,Vermont,Rutland,4.0
2721,023,Vermont,Washington,6.0
2722,025,Vermont,Windham,2.0
2723,027,Vermont,Windsor,
2724,001,Virginia,Accomack,2.0
2725,007,Virginia,Amelia,
2726,009,Virginia,Amherst,2.0
2727,011,Virginia,Appomattox,2.0
2728,013,Virginia,Arlington,19.0
2729,017,Virginia,Bath,
2730,019,Virginia,Bedford,5.0
2731,021,Virginia,Bland,
2732,023,Virginia,Botetourt,2.0
2733,025,Virginia,Brunswick,
2734,027,Virginia,Buchanan,1.0
2735,029,Virginia,Buckingham,
2736,033,Virginia,Caroline,1.0
2737,036,Virginia,Charles City,
2738,037,Virginia,Charlotte,1.0
2739,041,Virginia,Chesterfield,35.0
2740,043,Virginia,Clarke,
2741,045,Virginia,Craig,
2742,047,Virginia,Culpeper,4.0
2743,049,Virginia,Cumberland,
2744,051,Virginia,Dickenson,2.0
2745,057,Virginia,Essex,1.0
2746,061,Virginia,Fauquier,4.0
2747,063,Virginia,Floyd,1.0
2748,065,Virginia,Fluvanna,2.0
2749,067,Virginia,Franklin,7.0
2750,071,Virginia,Giles,2.0
2751,073,Virginia,Gloucester,1.0
2752,075,Virginia,Goochland,
2753,077,Virginia,Grayson,
2754,079,Virginia,Greene,1.0
2755,083,Virginia,Halifax,2.0
2756,085,Virginia,Hanover,9.0
2757,087,Virginia,Henrico,45.0
2758,091,Virginia,Highland,
2759,093,Virginia,Isle of Wight,4.0
2760,097,Virginia,King and Queen,
2761,099,Virginia,King George,1.0
2762,101,Virginia,King William,
2763,103,Virginia,Lancaster,2.0
2764,105,Virginia,Lee,1.0
2765,107,Virginia,Loudoun,19.0
2766,109,Virginia,Louisa,1.0
2767,111,Virginia,Lunenburg,
2768,113,Virginia,Madison,
2769,115,Virginia,Mathews,
2770,117,Virginia,Mecklenburg,3.0
2771,119,Virginia,Middlesex,1.0
2772,125,Virginia,Nelson,1.0
2773,127,Virginia,New Kent,1.0
2774,131,Virginia,Northampton,2.0
2775,133,Virginia,Northumberland,1.0
2776,135,Virginia,Nottoway,
2777,137,Virginia,Orange,2.0
2778,139,Virginia,Page,1.0
2779,141,Virginia,Patrick,2.0
2780,145,Virginia,Powhatan,
2781,147,Virginia,Prince Edward,2.0
2782,155,Virginia,Pulaski,5.0
2783,157,Virginia,Rappahannock,
2784,159,Virginia,Richmond,18.0
2785,167,Virginia,Russell,1.0
2786,169,Virginia,Scott,3.0
2787,171,Virginia,Shenandoah,3.0
2788,173,Virginia,Smyth,3.0
2789,179,Virginia,Stafford,8.0
2790,181,Virginia,Surry,
2791,183,Virginia,Sussex,
2792,185,Virginia,Tazewell,4.0
2793,187,Virginia,Warren,2.0
2794,193,Virginia,Westmoreland,1.0
2795,197,Virginia,Wythe,2.0
2796,001,Washington,Adams,4.0
2797,003,Washington,Asotin,3.0
2798,005,Washington,Benton,18.0
2799,007,Washington,Chelan,11.0
2800,009,Washington,Clallam,10.0
2801,011,Washington,Clark,53.0
2802,013,Washington,Columbia,1.0
2803,015,Washington,Cowlitz,18.0
2804,017,Washington,Douglas,3.0
2805,019,Washington,Ferry,1.0
2806,021,Washington,Franklin,3.0
2807,023,Washington,Garfield,
2808,025,Washington,Grant,11.0
2809,027,Washington,Grays Harbor,11.0
2810,029,Washington,Island,6.0
2811,031,Washington,Jefferson,2.0
2812,033,Washington,King,155.0
2813,035,Washington,Kitsap,19.0
2814,037,Washington,Kittitas,7.0
2815,039,Washington,Klickitat,5.0
2816,041,Washington,Lewis,7.0
2817,043,Washington,Lincoln,1.0
2818,045,Washington,Mason,6.0
2819,047,Washington,Okanogan,5.0
2820,049,Washington,Pacific,4.0
2821,051,Washington,Pend Oreille,2.0
2822,053,Washington,Pierce,74.0
2823,055,Washington,San Juan,1.0
2824,057,Washington,Skagit,27.0
2825,059,Washington,Skamania,1.0
2826,061,Washington,Snohomish,95.0
2827,063,Washington,Spokane,44.0
2828,065,Washington,Stevens,4.0
2829,067,Washington,Thurston,30.0
2830,069,Washington,Wahkiakum,1.0
2831,071,Washington,Walla Walla,6.0
2832,073,Washington,Whatcom,34.0
2833,075,Washington,Whitman,6.0
2834,077,Washington,Yakima,21.0
2835,001,West Virginia,Barbour,5.0
2836,003,West Virginia,Berkeley,8.0
2837,005,West Virginia,Boone,4.0
2838,007,West Virginia,Braxton,4.0
2839,009,West Virginia,Brooke,8.0
2840,011,West Virginia,Cabell,21.0
2841,013,West Virginia,Calhoun,2.0
2842,015,West Virginia,Clay,2.0
2843,017,West Virginia,Doddridge,
2844,019,West Virginia,Fayette,7.0
2845,021,West Virginia,Gilmer,2.0
2846,023,West Virginia,Grant,1.0
2847,025,West Virginia,Greenbrier,5.0
2848,027,West Virginia,Hampshire,2.0
2849,029,West Virginia,Hancock,4.0
2850,031,West Virginia,Hardy,2.0
2851,033,West Virginia,Harrison,9.0
2852,035,West Virginia,Jackson,3.0
2853,037,West Virginia,Jefferson,8.0
2854,039,West Virginia,Kanawha,34.0
2855,041,West Virginia,Lewis,1.0
2856,043,West Virginia,Lincoln,4.0
2857,045,West Virginia,Logan,11.0
2858,047,West Virginia,McDowell,4.0
2859,049,West Virginia,Marion,7.0
2860,051,West Virginia,Marshall,4.0
2861,053,West Virginia,Mason,1.0
2862,055,West Virginia,Mercer,8.0
2863,057,West Virginia,Mineral,2.0
2864,059,West Virginia,Mingo,1.0
2865,061,West Virginia,Monongalia,11.0
2866,063,West Virginia,Monroe,1.0
2867,065,West Virginia,Morgan,1.0
2868,067,West Virginia,Nicholas,4.0
2869,069,West Virginia,Ohio,11.0
2870,071,West Virginia,Pendleton,2.0
2871,073,West Virginia,Pleasants,1.0
2872,075,West Virginia,Pocahontas,3.0
2873,077,West Virginia,Preston,1.0
2874,079,West Virginia,Putnam,5.0
2875,081,West Virginia,Raleigh,13.0
2876,083,West Virginia,Randolph,3.0
2877,085,West Virginia,Ritchie,2.0
2878,087,West Virginia,Roane,
2879,089,West Virginia,Summers,3.0
2880,091,West Virginia,Taylor,1.0
2881,093,West Virginia,Tucker,1.0
2882,095,West Virginia,Tyler,2.0
2883,097,West Virginia,Upshur,3.0
2884,099,West Virginia,Wayne,2.0
2885,101,West Virginia,Webster,
2886,103,West Virginia,Wetzel,2.0
2887,105,West Virginia,Wirt,
2888,107,West Virginia,Wood,9.0
2889,109,West Virginia,Wyoming,3.0
2890,001,Wisconsin,Adams,3.0
2891,003,Wisconsin,Ashland,4.0
2892,005,Wisconsin,Barron,3.0
2893,007,Wisconsin,Bayfield,
2894,009,Wisconsin,Brown,19.0
2895,011,Wisconsin,Buffalo,
2896,013,Wisconsin,Burnett,
2897,015,Wisconsin,Calumet,2.0
2898,017,Wisconsin,Chippewa,2.0
2899,019,Wisconsin,Clark,
2900,021,Wisconsin,Columbia,2.0
2901,023,Wisconsin,Crawford,1.0
2902,025,Wisconsin,Dane,29.0
2903,027,Wisconsin,Dodge,2.0
2904,029,Wisconsin,Door,2.0
2905,031,Wisconsin,Douglas,2.0
2906,033,Wisconsin,Dunn,2.0
2907,035,Wisconsin,Eau Claire,4.0
2908,037,Wisconsin,Florence,
2909,041,Wisconsin,Forest,
2910,043,Wisconsin,Grant,1.0
2911,045,Wisconsin,Green,1.0
2912,047,Wisconsin,Green Lake,
2913,049,Wisconsin,Iowa,
2914,051,Wisconsin,Iron,
2915,053,Wisconsin,Jackson,
2916,055,Wisconsin,Jefferson,5.0
2917,057,Wisconsin,Juneau,1.0
2918,059,Wisconsin,Kenosha,13.0
2919,061,Wisconsin,Kewaunee,
2920,063,Wisconsin,La Crosse,5.0
2921,065,Wisconsin,Lafayette,
2922,067,Wisconsin,Langlade,1.0
2923,069,Wisconsin,Lincoln,1.0
2924,071,Wisconsin,Manitowoc,4.0
2925,073,Wisconsin,Marathon,8.0
2926,075,Wisconsin,Marinette,3.0
2927,077,Wisconsin,Marquette,
2928,078,Wisconsin,Menominee,
2929,079,Wisconsin,Milwaukee,82.0
2930,081,Wisconsin,Monroe,1.0
2931,083,Wisconsin,Oconto,1.0
2932,085,Wisconsin,Oneida,2.0
2933,087,Wisconsin,Outagamie,7.0
2934,089,Wisconsin,Ozaukee,8.0
2935,091,Wisconsin,Pepin,
2936,093,Wisconsin,Pierce,
2937,095,Wisconsin,Polk,
2938,097,Wisconsin,Portage,4.0
2939,099,Wisconsin,Price,1.0
2940,101,Wisconsin,Racine,13.0
2941,103,Wisconsin,Richland,
2942,105,Wisconsin,Rock,8.0
2943,107,Wisconsin,Rusk,
2944,111,Wisconsin,Sauk,2.0
2945,113,Wisconsin,Sawyer,1.0
2946,115,Wisconsin,Shawano,1.0
2947,117,Wisconsin,Sheboygan,6.0
2948,119,Wisconsin,Taylor,
2949,121,Wisconsin,Trempealeau,
2950,123,Wisconsin,Vernon,1.0
2951,125,Wisconsin,Vilas,1.0
2952,127,Wisconsin,Walworth,4.0
2953,129,Wisconsin,Washburn,
2954,131,Wisconsin,Washington,6.0
2955,133,Wisconsin,Waukesha,39.0
2956,135,Wisconsin,Waupaca,2.0
2957,137,Wisconsin,Waushara,
2958,139,Wisconsin,Winnebago,8.0
2959,141,Wisconsin,Wood,5.0
2960,001,Wyoming,Albany,4.0
2961,003,Wyoming,Big Horn,2.0
2962,005,Wyoming,Campbell,6.0
2963,007,Wyoming,Carbon,4.0
2964,009,Wyoming,Converse,4.0
2965,011,Wyoming,Crook,1.0
2966,013,Wyoming,Fremont,7.0
2967,015,Wyoming,Goshen,1.0
2968,017,Wyoming,Hot Springs,3.0
2969,019,Wyoming,Johnson,2.0
2970,021,Wyoming,Laramie,12.0
2971,023,Wyoming,Lincoln,3.0
2972,025,Wyoming,Natrona,8.0
2973,027,Wyoming,Niobrara,1.0
2974,029,Wyoming,Park,5.0
2975,031,Wyoming,Platte,1.0
2976,033,Wyoming,Sheridan,5.0
2977,035,Wyoming,Sublette,2.0
2978,037,Wyoming,Sweetwater,6.0
2979,039,Wyoming,Teton,3.0
2980,041,Wyoming,Uinta,5.0
2981,043,Wyoming,Washakie,2.0
2982,045,Wyoming,Weston,2.0
