COUNTY,STNAME,CTYNAME,STATE,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
51,Virginia,Dickenson County,51,14318,14045,13787
53,Virginia,Dinwiddie County,51,28544,27900,27912
57,Virginia,Essex County,51,789034,10591,10573
59,Virginia,Fairfax County,51,1147532,1148472,1139720
61,Virginia,Fauquier County,51,71222,72938,73815
63,Virginia,Floyd County,51,98498,15474,15566
65,Virginia,Fluvanna County,51,27270,27280,27723
67,Virginia,Franklin County,51,31362,54469,54938
69,Virginia,Frederick County,51,259547,91766,93717
71,Virginia,Giles County,51,29464,16754,16562
73,Virginia,Gloucester County,51,291636,38688,39069
75,Virginia,Goochland County,51,23753,24828,25488
77,Virginia,Grayson County,51,26427,15300,15359
79,Virginia,Greene County,51,8111,20591,20968
81,Virginia,Greensville County,51,11336,11393,11437
83,Virginia,Halifax County,51,50010,33901,33738
85,Virginia,Hanover County,51,107766,110102,111603
87,Virginia,Henrico County,51,330818,334298,333554
89,Virginia,Henry County,51,17205,50782,50248
91,Virginia,Highland County,51,43161,2236,2226
93,Virginia,Isle of Wight County,51,37109,38658,39278
95,Virginia,James City County,51,76523,78412,79882
97,Virginia,King and Queen County,51,7025,6590,6662
99,Virginia,King George County,51,26836,26806,27489
101,Virginia,King William County,51,17148,17905,18171
103,Virginia,Lancaster County,51,319090,10910,10928
105,Virginia,Lee County,51,164542,22084,21983
107,Virginia,Loudoun County,51,413538,422597,427592
109,Virginia,Louisa County,51,11035,37757,38848
111,Virginia,Lunenburg County,51,12196,11930,11926
113,Virginia,Madison County,51,372909,13837,13942
115,Virginia,Mathews County,51,8834,8524,8546
117,Virginia,Mecklenburg County,51,1110356,30287,30248
119,Virginia,Middlesex County,51,162436,10623,10781
121,Virginia,Montgomery County,51,226486,99508,98473
125,Virginia,Nelson County,51,46233,14732,14790
127,Virginia,New Kent County,51,23091,23086,23897
131,Virginia,Northampton County,51,19483,12232,12085
133,Virginia,Northumberland County,51,90843,11839,12029
135,Virginia,Nottoway County,51,15232,15614,15594
137,Virginia,Orange County,51,3175692,36396,37188
139,Virginia,Page County,51,15107,23693,23807
141,Virginia,Patrick County,51,17608,17560,17602
143,Virginia,Pittsylvania County,51,60354,60312,59972
145,Virginia,Powhatan County,51,29652,30433,31136
147,Virginia,Prince Edward County,51,22802,21853,21932
149,Virginia,Prince George County,51,38353,43023,42880
153,Virginia,Prince William County,51,470335,482738,484472
155,Virginia,Pulaski County,51,391911,33760,33759
157,Virginia,Rappahannock County,51,7370,7312,7407
159,Virginia,Richmond County,51,202518,8920,9017
161,Virginia,Roanoke County,51,94186,96845,96589
163,Virginia,Rockbridge County,51,22573,22610,22641
165,Virginia,Rockingham County,51,309769,83758,84394
167,Virginia,Russell County,51,57961,25726,25550
169,Virginia,Scott County,51,10281,21547,21419
171,Virginia,Shenandoah County,51,43616,44255,44752
173,Virginia,Smyth County,51,30104,29730,29477
175,Virginia,Southampton County,51,17631,17949,18006
177,Virginia,Spotsylvania County,51,136215,140475,143676
179,Virginia,Stafford County,51,4156,157604,160877
181,Virginia,Surry County,51,71783,6546,6530
183,Virginia,Sussex County,51,234225,10768,10763
185,Virginia,Tazewell County,51,131803,40343,39925
187,Virginia,Warren County,51,5254,40782,40925
191,Virginia,Washington County,51,16326,53839,53635
193,Virginia,Westmoreland County,51,348899,18496,18731
195,Virginia,Wise County,51,69984,36018,35647
197,Virginia,Wythe County,51,28684,28274,28178
199,Virginia,York County,51,207641,70154,70915
510,Virginia,Alexandria city,51,159428,159097,154706
520,Virginia,Bristol city,51,16762,17259,17054
530,Virginia,Buena Vista city,51,6478,6620,6601
540,Virginia,Charlottesville city,51,47266,46423,45672
550,Virginia,Chesapeake city,51,244835,249679,251269
570,Virginia,Colonial Heights city,51,17370,18191,18273
580,Virginia,Covington city,51,5538,5721,5717
590,Virginia,Danville city,51,40044,42465,42215
595,Virginia,Emporia city,51,5346,5716,5667
600,Virginia,Fairfax city,51,24019,24129,24276
610,Virginia,Falls Church city,51,14617,14654,14493
620,Virginia,Franklin city,51,7967,8171,8217
630,Virginia,Fredericksburg city,51,29036,27995,28367
640,Virginia,Galax city,51,6347,6691,6660
650,Virginia,Hampton city,51,134510,137131,137746
660,Virginia,Harrisonburg city,51,53016,51675,51430
670,Virginia,Hopewell city,51,22529,22967,23140
678,Virginia,Lexington city,51,7446,7313,7456
680,Virginia,Lynchburg city,51,82168,78871,79009
683,Virginia,Manassas city,51,41085,42728,42708
685,Virginia,Manassas Park city,51,17478,17140,17002
690,Virginia,Martinsville city,51,12554,13422,13517
700,Virginia,Newport News city,51,179225,185916,184587
710,Virginia,Norfolk city,51,242742,237591,235089
720,Virginia,Norton city,51,3981,3679,3666
730,Virginia,Petersburg city,51,31346,33428,33429
735,Virginia,Poquoson city,51,12271,12455,12574
740,Virginia,Portsmouth city,51,94398,98015,97840
750,Virginia,Radford city,51,18249,16089,16499
760,Virginia,Richmond city,51,230436,226670,226604
770,Virginia,Roanoke city,51,99143,99875,98865
775,Virginia,Salem city,51,25301,25374,25373
790,Virginia,Staunton city,51,24932,25800,25661
800,Virginia,Suffolk city,51,92108,94685,96194
810,Virginia,Virginia Beach city,51,449974,459373,457672
820,Virginia,Waynesboro city,51,22630,22279,22550
830,Virginia,Williamsburg city,51,14954,15445,15590
840,Virginia,Winchester city,51,28078,28008,28136
1,Washington,Adams County,53,517421,20605,20621
3,Washington,Asotin County,53,22582,22290,22397
5,Washington,Benton County,53,279141,207230,210025
7,Washington,Chelan County,53,77200,79185,79646
9,Washington,Clallam County,53,77331,77280,78209
11,Washington,Clark County,53,22320,505013,511404
13,Washington,Columbia County,53,23457,3949,4042
15,Washington,Cowlitz County,53,110593,110924,111524
17,Washington,Douglas County,53,351154,42998,43696
19,Washington,Ferry County,53,7627,7178,7273
21,Washington,Franklin County,53,31362,97076,98268
23,Washington,Garfield County,53,60061,2292,2346
25,Washington,Grant County,53,18265,99365,100297
27,Washington,Grays Harbor County,53,75061,75811,76841
29,Washington,Island County,53,85141,86948,87432
31,Washington,Jefferson County,53,658573,33048,33605
33,Washington,King County,53,272,2272571,2252305
35,Washington,Kitsap County,53,271473,275660,274314
37,Washington,Kittitas County,53,47935,44589,45499
39,Washington,Klickitat County,53,22425,22783,23118
41,Washington,Lewis County,53,3838,82474,84398
43,Washington,Lincoln County,53,13024,10920,11232
45,Washington,Mason County,53,13359,66028,67615
47,Washington,Okanogan County,53,42243,42118,42634
49,Washington,Pacific County,53,22471,23470,23948
51,Washington,Pend Oreille County,53,13724,13482,13886
53,Washington,Pierce County,53,19465,922828,925708
55,Washington,San Juan County,53,728,17818,18557
57,Washington,Skagit County,53,129205,129852,130696
59,Washington,Skamania County,53,12083,12034,12170
61,Washington,Snohomish County,53,822083,829331,833540
63,Washington,Spokane County,53,522798,540700,546040
65,Washington,Stevens County,53,5485,46566,47426
67,Washington,Thurston County,53,7224,295729,297977
69,Washington,Wahkiakum County,53,4488,4443,4582
71,Washington,Walla Walla County,53,60760,62574,62682
73,Washington,Whatcom County,53,229247,227304,228831
75,Washington,Whitman County,53,50104,47786,47873
77,Washington,Yakima County,53,250873,256533,256035
1,West Virginia,Barbour County,54,24686,15440,15468
3,West Virginia,Berkeley County,54,227907,122654,126069
5,West Virginia,Boone County,54,37432,21714,21312
7,West Virginia,Braxton County,54,13957,12386,12247
9,West Virginia,Brooke County,54,21939,22469,22140
11,West Virginia,Cabell County,54,91945,94137,93418
13,West Virginia,Calhoun County,54,113605,6199,6176
15,West Virginia,Clay County,54,13235,8006,7892
17,West Virginia,Doddridge County,54,8448,7786,7735
19,West Virginia,Fayette County,54,16302,40358,39927
21,West Virginia,Gilmer County,54,31369,7378,7377
23,West Virginia,Grant County,54,18265,10954,10983
25,West Virginia,Greenbrier County,54,34662,32866,32608
27,West Virginia,Hampshire County,54,160830,23067,23302
29,West Virginia,Hancock County,54,8457,29019,28656
31,West Virginia,Hardy County,54,13776,14240,14160
33,West Virginia,Harrison County,54,40515,65771,65158
35,West Virginia,Jackson County,54,51626,27735,27738
37,West Virginia,Jefferson County,54,658573,57732,58370
39,West Virginia,Kanawha County,54,178124,180048,177952
41,West Virginia,Lewis County,54,3838,17009,16892
43,West Virginia,Lincoln County,54,13024,20337,20126
45,West Virginia,Logan County,54,21466,32473,31909
47,West Virginia,McDowell County,54,45756,18916,18363
49,West Virginia,Marion County,54,29709,56157,56001
51,West Virginia,Marshall County,54,96774,30444,30115
53,West Virginia,Mason County,54,13359,25356,25157
55,West Virginia,Mercer County,54,15437,59462,59097
57,West Virginia,Mineral County,54,769,26877,26857
59,West Virginia,Mingo County,54,23424,23455,23005
61,West Virginia,Monongalia County,54,105612,105916,106387
63,West Virginia,Monroe County,54,20733,12330,12332
65,West Virginia,Morgan County,54,119679,17037,17221
67,West Virginia,Nicholas County,54,7269,24523,24300
69,West Virginia,Ohio County,54,5875,42264,41776
71,West Virginia,Pendleton County,54,14590,6134,6142
73,West Virginia,Pleasants County,54,7460,7649,7601
75,West Virginia,Pocahontas County,54,6619,7847,7841
77,West Virginia,Preston County,54,33432,34176,34358
79,West Virginia,Putnam County,54,74521,57399,57260
81,West Virginia,Raleigh County,54,73361,74349,73771
83,West Virginia,Randolph County,54,22722,27852,27806
85,West Virginia,Ritchie County,54,9554,8424,8383
87,West Virginia,Roane County,54,53382,13977,13898
89,West Virginia,Summers County,54,12573,11915,11908
91,West Virginia,Taylor County,54,21569,16701,16492
93,West Virginia,Tucker County,54,6839,6752,6672
95,West Virginia,Tyler County,54,21672,8279,8155
97,West Virginia,Upshur County,54,41753,23783,23791
99,West Virginia,Wayne County,54,29927,38830,38498
101,West Virginia,Webster County,54,2607,8329,8249
103,West Virginia,Wetzel County,54,15065,14382,14170
105,West Virginia,Wirt County,54,5821,5183,5063
107,West Virginia,Wood County,54,130817,83996,83624
109,West Virginia,Wyoming County,54,39859,21326,21051
1,Wisconsin,Adams County,55,517421,20673,20875
3,Wisconsin,Ashland County,55,53484,15977,16107
5,Wisconsin,Barron County,55,45244,46643,46719
7,Wisconsin,Bayfield County,55,15036,16229,16320
9,Wisconsin,Brown County,55,6578,268741,269591
11,Wisconsin,Buffalo County,55,49659,13320,13302
13,Wisconsin,Burnett County,55,15414,16588,16744
15,Wisconsin,Calumet County,55,50089,52476,52539
17,Wisconsin,Chippewa County,55,37349,66279,66865
19,Wisconsin,Clark County,55,22320,34628,34746
21,Wisconsin,Columbia County,55,23457,58510,58488
23,Wisconsin,Crawford County,55,63257,16086,16075
25,Wisconsin,Dane County,55,546695,562306,563951
27,Wisconsin,Dodge County,55,20605,89262,89313
29,Wisconsin,Door County,55,27668,30102,30369
31,Wisconsin,Douglas County,55,351154,44275,44203
33,Wisconsin,Dunn County,55,4424,45440,45547
35,Wisconsin,Eau Claire County,55,104646,105818,106452
37,Wisconsin,Florence County,55,138293,4556,4593
39,Wisconsin,Fond du Lac County,55,103403,104076,104362
41,Wisconsin,Forest County,55,7247,9160,9258
43,Wisconsin,Grant County,55,18265,51934,52110
45,Wisconsin,Green County,55,10941,36992,36988
47,Wisconsin,Green Lake County,55,18913,18997,19229
49,Wisconsin,Iowa County,55,16184,23676,23756
51,Wisconsin,Iron County,55,11066,6128,6178
53,Wisconsin,Jackson County,55,51626,21102,21121
55,Wisconsin,Jefferson County,55,658573,84858,84943
57,Wisconsin,Juneau County,55,26687,26759,26802
59,Wisconsin,Kenosha County,55,169561,169073,168732
61,Wisconsin,Kewaunee County,55,20434,20539,20543
63,Wisconsin,La Crosse County,55,118016,120852,120433
65,Wisconsin,Lafayette County,55,6624,16605,16784
67,Wisconsin,Langlade County,55,19189,19438,19502
69,Wisconsin,Lincoln County,55,13024,28374,28541
71,Wisconsin,Manitowoc County,55,78981,81250,81505
73,Wisconsin,Marathon County,55,135692,137954,137648
75,Wisconsin,Marinette County,55,40350,41869,41875
77,Wisconsin,Marquette County,55,66699,15584,15792
78,Wisconsin,Menominee County,55,22780,4255,4289
79,Wisconsin,Milwaukee County,55,945726,938149,928059
81,Wisconsin,Monroe County,55,20733,46281,46193
83,Wisconsin,Oconto County,55,37930,39043,39356
85,Wisconsin,Oneida County,55,4531,37839,38259
87,Wisconsin,Outagamie County,55,187885,190832,191545
89,Wisconsin,Ozaukee County,55,89221,91569,92497
91,Wisconsin,Pepin County,55,7287,7335,7364
93,Wisconsin,Pierce County,55,19465,42191,42587
95,Wisconsin,Polk County,55,19964,45006,45431
97,Wisconsin,Portage County,55,162466,70378,70468
99,Wisconsin,Price County,55,13351,14015,14050
101,Wisconsin,Racine County,55,196311,197440,196896
103,Wisconsin,Richland County,55,15513,17274,17212
105,Wisconsin,Rock County,55,9315,163643,164381
107,Wisconsin,Rusk County,55,54406,14168,14123
109,Wisconsin,St. Croix County,55,90687,93797,95044
111,Wisconsin,Sauk County,55,64442,65718,65697
113,Wisconsin,Sawyer County,55,16558,18107,18295
115,Wisconsin,Shawano County,55,40899,40838,40859
117,Wisconsin,Sheboygan County,55,115340,117937,117747
119,Wisconsin,Taylor County,55,21569,19897,19923
121,Wisconsin,Trempealeau County,55,29649,30776,30724
123,Wisconsin,Vernon County,55,20563,30693,30915
125,Wisconsin,Vilas County,55,22195,23076,23520
127,Wisconsin,Walworth County,55,5435,106499,106799
129,Wisconsin,Washburn County,55,15720,16597,16752
131,Wisconsin,Washington County,55,16326,136732,137175
133,Wisconsin,Waukesha County,55,404198,407148,408756
135,Wisconsin,Waupaca County,55,50990,51713,51570
137,Wisconsin,Waushara County,55,24443,24511,24828
139,Wisconsin,Winnebago County,55,282572,171646,171623
141,Wisconsin,Wood County,55,130817,74091,74070
1,Wyoming,Albany County,56,305506,37079,37608
3,Wyoming,Big Horn County,56,13319,11467,11632
5,Wyoming,Campbell County,56,93584,47116,46401
7,Wyoming,Carbon County,56,10725,14499,14649
9,Wyoming,Converse County,56,13822,13724,13672
11,Wyoming,Crook County,56,24404,7178,7315
13,Wyoming,Fremont County,56,47839,39177,39336
15,Wyoming,Goshen County,56,13211,12503,12537
17,Wyoming,Hot Springs County,56,4413,4622,4597
19,Wyoming,Johnson County,56,26578,8459,8623
21,Wyoming,Laramie County,56,99500,100690,100863
23,Wyoming,Lincoln County,56,13024,19674,20153
25,Wyoming,Natrona County,56,79858,80229,79555
27,Wyoming,Niobrara County,56,2356,2439,2438
29,Wyoming,Park County,56,18845,29656,30108
31,Wyoming,Platte County,56,104418,8623,8699
33,Wyoming,Sheridan County,56,2521,30996,31646
35,Wyoming,Sublette County,56,9831,8723,8697
37,Wyoming,Sweetwater County,56,42343,42158,41614
39,Wyoming,Teton County,56,12142,23347,23575
41,Wyoming,Uinta County,56,20226,20441,20635
43,Wyoming,Washakie County,56,7805,7658,7705
45,Wyoming,Weston County,56,6927,6809,6745
