countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
119,South Dakota,Sully County,932.0,966.0,104.0,79.0,13.0,13.0,13.0,13.0,46
121,South Dakota,Todd County,7218.0,8030.0,1694.0,1415.0,192.0,206.0,192.0,206.0,46
123,South Dakota,Tripp County,3372.0,3497.0,723.0,564.0,82.0,77.0,82.0,77.0,46
125,South Dakota,Turner County,5839.0,5831.0,701.0,697.0,82.0,92.0,82.0,92.0,46
127,South Dakota,Union County,12076.0,12189.0,1083.0,1205.0,131.0,161.0,131.0,161.0,46
129,South Dakota,Walworth County,3473.0,3419.0,583.0,551.0,67.0,73.0,67.0,73.0,46
135,South Dakota,Yankton County,14812.0,14338.0,1852.0,2063.0,217.0,265.0,217.0,265.0,46
137,South Dakota,Ziebach County,1938.0,1984.0,485.0,392.0,57.0,59.0,57.0,59.0,46
1,Tennessee,Anderson County,53234.0,53782.0,7356.0,6839.0,762.0,851.0,762.0,851.0,47
3,Tennessee,Bedford County,35195.0,35120.0,6283.0,6498.0,650.0,772.0,650.0,772.0,47
5,Tennessee,Benton County,10374.0,10314.0,1630.0,1556.0,190.0,209.0,190.0,209.0,47
7,Tennessee,Bledsoe County,7893.0,7977.0,1574.0,1518.0,181.0,211.0,181.0,211.0,47
9,Tennessee,Blount County,92406.0,92875.0,12138.0,11968.0,1176.0,1338.0,1176.0,1338.0,47
11,Tennessee,Bradley County,74655.0,76262.0,12174.0,10801.0,1221.0,1256.0,1221.0,1256.0,47
13,Tennessee,Campbell County,26764.0,26705.0,3962.0,3856.0,420.0,510.0,420.0,510.0,47
15,Tennessee,Cannon County,10349.0,10376.0,1473.0,1583.0,177.0,212.0,177.0,212.0,47
17,Tennessee,Carroll County,18270.0,18151.0,2641.0,2611.0,293.0,328.0,293.0,328.0,47
19,Tennessee,Carter County,36701.0,36488.0,5950.0,5734.0,672.0,739.0,672.0,739.0,47
21,Tennessee,Cheatham County,30244.0,30210.0,4020.0,4207.0,437.0,515.0,437.0,515.0,47
23,Tennessee,Chester County,11555.0,11526.0,1635.0,1630.0,194.0,226.0,194.0,226.0,47
25,Tennessee,Claiborne County,21155.0,21184.0,2953.0,2834.0,347.0,387.0,347.0,387.0,47
27,Tennessee,Clay County,4795.0,4804.0,787.0,737.0,97.0,106.0,97.0,106.0,47
29,Tennessee,Cocke County,24010.0,23712.0,3544.0,3734.0,415.0,486.0,415.0,486.0,47
31,Tennessee,Coffee County,40567.0,40412.0,5468.0,6353.0,585.0,777.0,585.0,777.0,47
33,Tennessee,Crockett County,9589.0,9440.0,1736.0,1788.0,186.0,218.0,186.0,218.0,47
35,Tennessee,Cumberland County,35070.0,35723.0,5862.0,5236.0,607.0,659.0,607.0,659.0,47
37,Tennessee,Davidson County,505579.0,500380.0,78123.0,77621.0,5069.0,5440.0,5069.0,5440.0,47
41,Tennessee,DeKalb County,13991.0,14099.0,2313.0,2394.0,252.0,312.0,252.0,312.0,47
39,Tennessee,Decatur County,7603.0,7617.0,1105.0,1030.0,128.0,143.0,128.0,143.0,47
43,Tennessee,Dickson County,39278.0,38923.0,5200.0,5689.0,559.0,690.0,559.0,690.0,47
45,Tennessee,Dyer County,26430.0,25887.0,3440.0,3303.0,393.0,448.0,393.0,448.0,47
47,Tennessee,Fayette County,28188.0,27641.0,3586.0,3942.0,394.0,465.0,394.0,465.0,47
49,Tennessee,Fentress County,12106.0,12452.0,1842.0,1588.0,219.0,233.0,219.0,233.0,47
51,Tennessee,Franklin County,27819.0,27516.0,3699.0,3891.0,413.0,482.0,413.0,482.0,47
53,Tennessee,Gibson County,34703.0,34225.0,4596.0,4749.0,495.0,581.0,495.0,581.0,47
55,Tennessee,Giles County,19815.0,19867.0,2994.0,2791.0,328.0,370.0,328.0,370.0,47
57,Tennessee,Grainger County,15685.0,15565.0,2522.0,2665.0,272.0,330.0,272.0,330.0,47
59,Tennessee,Greene County,45395.0,46361.0,6864.0,5931.0,746.0,770.0,746.0,770.0,47
61,Tennessee,Grundy County,8868.0,8828.0,1465.0,1540.0,163.0,199.0,163.0,199.0,47
63,Tennessee,Hamblen County,43814.0,43998.0,8105.0,7823.0,818.0,942.0,818.0,942.0,47
65,Tennessee,Hamilton County,259424.0,258774.0,35273.0,35998.0,2789.0,3186.0,2789.0,3186.0,47
67,Tennessee,Hancock County,4370.0,4246.0,587.0,552.0,76.0,81.0,76.0,81.0,47
69,Tennessee,Hardeman County,14476.0,13915.0,2033.0,2063.0,238.0,271.0,238.0,271.0,47
71,Tennessee,Hardin County,17042.0,16670.0,2370.0,2527.0,266.0,329.0,266.0,329.0,47
73,Tennessee,Hawkins County,38630.0,38481.0,5094.0,4918.0,582.0,661.0,582.0,661.0,47
75,Tennessee,Haywood County,11830.0,11001.0,1613.0,1862.0,192.0,238.0,192.0,238.0,47
77,Tennessee,Henderson County,19463.0,19142.0,2834.0,3001.0,327.0,386.0,327.0,386.0,47
79,Tennessee,Henry County,21003.0,20632.0,3121.0,3066.0,352.0,400.0,352.0,400.0,47
81,Tennessee,Hickman County,16439.0,16391.0,2682.0,2887.0,300.0,378.0,300.0,378.0,47
83,Tennessee,Houston County,5505.0,5426.0,883.0,982.0,100.0,128.0,100.0,128.0,47
85,Tennessee,Humphreys County,12793.0,12456.0,1710.0,1981.0,202.0,252.0,202.0,252.0,47
87,Tennessee,Jackson County,7586.0,7531.0,1258.0,1315.0,152.0,181.0,152.0,181.0,47
89,Tennessee,Jefferson County,36521.0,37281.0,5509.0,5137.0,606.0,670.0,606.0,670.0,47
91,Tennessee,Johnson County,10416.0,10304.0,1476.0,1541.0,183.0,218.0,183.0,218.0,47
93,Tennessee,Knox County,343735.0,348176.0,41329.0,39171.0,3188.0,3408.0,3188.0,3408.0,47
95,Tennessee,Lake County,3298.0,3163.0,444.0,446.0,58.0,72.0,58.0,72.0,47
97,Tennessee,Lauderdale County,16602.0,16169.0,2374.0,2356.0,274.0,316.0,274.0,316.0,47
99,Tennessee,Lawrence County,30904.0,30626.0,4613.0,4988.0,501.0,592.0,501.0,592.0,47
101,Tennessee,Lewis County,8348.0,8270.0,1137.0,1216.0,140.0,173.0,140.0,173.0,47
103,Tennessee,Lincoln County,23652.0,23558.0,3607.0,3569.0,393.0,440.0,393.0,440.0,47
105,Tennessee,Loudon County,33945.0,34336.0,5388.0,5262.0,547.0,631.0,547.0,631.0,47
111,Tennessee,Macon County,17111.0,17470.0,3011.0,2704.0,339.0,369.0,339.0,369.0,47
113,Tennessee,Madison County,67853.0,64742.0,8637.0,10193.0,909.0,1130.0,909.0,1130.0,47
115,Tennessee,Marion County,19974.0,19890.0,2764.0,2682.0,306.0,345.0,306.0,345.0,47
117,Tennessee,Marshall County,25068.0,24933.0,3353.0,3837.0,367.0,483.0,367.0,483.0,47
119,Tennessee,Maury County,71051.0,72783.0,9081.0,9002.0,954.0,1116.0,954.0,1116.0,47
107,Tennessee,McMinn County,36634.0,36215.0,5432.0,5695.0,607.0,715.0,607.0,715.0,47
109,Tennessee,McNairy County,17593.0,17452.0,2295.0,2372.0,265.0,302.0,265.0,302.0,47
121,Tennessee,Meigs County,8308.0,8389.0,1249.0,1267.0,136.0,167.0,136.0,167.0,47
123,Tennessee,Monroe County,31195.0,31246.0,4731.0,4795.0,529.0,625.0,529.0,625.0,47
125,Tennessee,Montgomery County,167705.0,169753.0,17282.0,17733.0,1806.0,2182.0,1806.0,2182.0,47
127,Tennessee,Moore County,4526.0,4386.0,514.0,569.0,65.0,80.0,65.0,80.0,47
129,Tennessee,Morgan County,13218.0,13060.0,1887.0,1994.0,227.0,273.0,227.0,273.0,47
131,Tennessee,Obion County,20397.0,19907.0,2918.0,3124.0,326.0,390.0,326.0,390.0,47
133,Tennessee,Overton County,15010.0,15286.0,2296.0,2158.0,263.0,293.0,263.0,293.0,47
135,Tennessee,Perry County,5301.0,5265.0,901.0,916.0,105.0,126.0,105.0,126.0,47
137,Tennessee,Pickett County,3077.0,2957.0,538.0,598.0,64.0,78.0,64.0,78.0,47
139,Tennessee,Polk County,11048.0,11199.0,1871.0,1713.0,201.0,225.0,201.0,225.0,47
141,Tennessee,Putnam County,55660.0,55457.0,8504.0,9023.0,922.0,1087.0,922.0,1087.0,47
143,Tennessee,Rhea County,22368.0,21925.0,3635.0,4104.0,389.0,483.0,389.0,483.0,47
145,Tennessee,Roane County,36241.0,36474.0,4305.0,4070.0,505.0,550.0,505.0,550.0,47
147,Tennessee,Robertson County,53218.0,53807.0,6963.0,6443.0,714.0,783.0,714.0,783.0,47
149,Tennessee,Rutherford County,262489.0,262782.0,30323.0,33599.0,2715.0,3306.0,2715.0,3306.0,47
151,Tennessee,Scott County,15671.0,15446.0,2143.0,2185.0,247.0,288.0,247.0,288.0,47
153,Tennessee,Sequatchie County,10225.0,10119.0,1465.0,1527.0,169.0,201.0,169.0,201.0,47
155,Tennessee,Sevier County,63276.0,63597.0,13557.0,13451.0,1266.0,1441.0,1266.0,1441.0,47
157,Tennessee,Shelby County,680234.0,661675.0,103192.0,99131.0,6121.0,6611.0,6121.0,6611.0,47
159,Tennessee,Smith County,14448.0,14414.0,1982.0,2138.0,226.0,281.0,226.0,281.0,47
161,Tennessee,Stewart County,9351.0,9330.0,1353.0,1436.0,163.0,200.0,163.0,200.0,47
163,Tennessee,Sullivan County,106373.0,105524.0,14688.0,15167.0,1416.0,1625.0,1416.0,1625.0,47
165,Tennessee,Sumner County,143612.0,145997.0,16587.0,16886.0,1518.0,1773.0,1518.0,1773.0,47
167,Tennessee,Tipton County,46093.0,44735.0,5353.0,6243.0,578.0,749.0,578.0,749.0,47
169,Tennessee,Trousdale County,6318.0,6411.0,933.0,928.0,114.0,136.0,114.0,136.0,47
171,Tennessee,Unicoi County,11678.0,11529.0,1752.0,1634.0,214.0,236.0,214.0,236.0,47
173,Tennessee,Union County,13751.0,13804.0,2188.0,2233.0,252.0,287.0,252.0,287.0,47
175,Tennessee,Van Buren County,3789.0,3749.0,551.0,591.0,69.0,83.0,69.0,83.0,47
177,Tennessee,Warren County,27899.0,28027.0,5237.0,5120.0,529.0,618.0,529.0,618.0,47
179,Tennessee,Washington County,89591.0,88808.0,12094.0,13180.0,1236.0,1521.0,1236.0,1521.0,47
181,Tennessee,Wayne County,9664.0,9652.0,1497.0,1344.0,180.0,195.0,180.0,195.0,47
183,Tennessee,Weakley County,22565.0,21850.0,2938.0,3434.0,357.0,458.0,357.0,458.0,47
185,Tennessee,White County,18547.0,18464.0,2717.0,2893.0,317.0,384.0,317.0,384.0,47
187,Tennessee,Williamson County,197201.0,201245.0,13215.0,15287.0,1233.0,1674.0,1233.0,1674.0,47
189,Tennessee,Wilson County,109986.0,112129.0,11543.0,11982.0,1142.0,1372.0,1142.0,1372.0,47
1,Texas,Anderson County,28217.0,28648.0,7415.0,6807.0,661.0,726.0,661.0,726.0,48
3,Texas,Andrews County,13332.0,12608.0,3532.0,4367.0,323.0,420.0,323.0,420.0,48
5,Texas,Angelina County,54463.0,53583.0,15329.0,15380.0,1257.0,1407.0,1257.0,1407.0,48
7,Texas,Aransas County,12291.0,12623.0,4085.0,4113.0,342.0,424.0,342.0,424.0,48
9,Texas,Archer County,5531.0,5548.0,1356.0,1338.0,127.0,149.0,127.0,149.0,48
11,Texas,Armstrong County,1155.0,1168.0,254.0,266.0,27.0,33.0,27.0,33.0,48
13,Texas,Atascosa County,33597.0,33714.0,9579.0,9700.0,820.0,922.0,820.0,922.0,48
15,Texas,Austin County,18800.0,18411.0,5181.0,5107.0,431.0,496.0,431.0,496.0,48
17,Texas,Bailey County,4182.0,3954.0,1635.0,1568.0,154.0,164.0,154.0,164.0,48
19,Texas,Bandera County,13057.0,13537.0,3371.0,3151.0,310.0,353.0,310.0,353.0,48
21,Texas,Bastrop County,56280.0,57931.0,16504.0,16721.0,1286.0,1572.0,1286.0,1572.0,48
23,Texas,Baylor County,2223.0,2173.0,432.0,465.0,52.0,62.0,52.0,62.0,48
25,Texas,Bee County,16811.0,16620.0,3847.0,3777.0,395.0,452.0,395.0,452.0,48
27,Texas,Bell County,260218.0,261872.0,51972.0,52517.0,3955.0,4399.0,3955.0,4399.0,48
29,Texas,Bexar County,1383427.0,1398533.0,327450.0,326862.0,13162.0,13730.0,13162.0,13730.0,48
31,Texas,Blanco County,6986.0,7058.0,1937.0,1985.0,180.0,216.0,180.0,216.0,48
33,Texas,Borden County,429.0,462.0,60.0,68.0,7.0,10.0,7.0,10.0,48
35,Texas,Bosque County,10640.0,10636.0,3173.0,3037.0,269.0,312.0,269.0,312.0,48
37,Texas,Bowie County,59398.0,59369.0,12418.0,11640.0,1054.0,1178.0,1054.0,1178.0,48
39,Texas,Brazoria County,267405.0,277274.0,52277.0,46773.0,3633.0,3858.0,3633.0,3858.0,48
41,Texas,Brazos County,159208.0,162823.0,33871.0,32330.0,2778.0,2946.0,2778.0,2946.0,48
43,Texas,Brewster County,5443.0,5315.0,1462.0,1642.0,156.0,188.0,156.0,188.0,48
45,Texas,Briscoe County,862.0,829.0,274.0,267.0,28.0,31.0,28.0,31.0,48
47,Texas,Brooks County,4588.0,4334.0,1048.0,1186.0,123.0,143.0,123.0,143.0,48
49,Texas,Brown County,23185.0,23515.0,5812.0,5103.0,502.0,546.0,502.0,546.0,48
51,Texas,Burleson County,11547.0,11467.0,2943.0,2858.0,268.0,309.0,268.0,309.0,48
53,Texas,Burnet County,28637.0,28695.0,7566.0,8295.0,644.0,809.0,644.0,809.0,48
55,Texas,Caldwell County,26379.0,27091.0,9102.0,8409.0,716.0,772.0,716.0,772.0,48
57,Texas,Calhoun County,13636.0,13418.0,3480.0,3449.0,314.0,359.0,314.0,359.0,48
59,Texas,Callahan County,8935.0,8870.0,2016.0,2124.0,206.0,247.0,206.0,247.0,48
61,Texas,Cameron County,246041.0,248606.0,109621.0,105800.0,5390.0,5806.0,5390.0,5806.0,48
63,Texas,Camp County,8191.0,8235.0,2279.0,2070.0,221.0,237.0,221.0,237.0,48
65,Texas,Carson County,3973.0,3906.0,721.0,734.0,76.0,95.0,76.0,95.0,48
67,Texas,Cass County,19099.0,18215.0,3849.0,4350.0,367.0,441.0,367.0,441.0,48
69,Texas,Castro County,4392.0,4324.0,1816.0,1684.0,155.0,170.0,155.0,170.0,48
71,Texas,Chambers County,32370.0,34441.0,6126.0,5597.0,594.0,638.0,594.0,638.0,48
73,Texas,Cherokee County,31371.0,30535.0,9042.0,9679.0,749.0,873.0,749.0,873.0,48
75,Texas,Childress County,3414.0,3348.0,1027.0,967.0,102.0,110.0,102.0,110.0,48
77,Texas,Clay County,6484.0,6554.0,1498.0,1447.0,145.0,164.0,145.0,164.0,48
79,Texas,Cochran County,1663.0,1673.0,663.0,687.0,59.0,67.0,59.0,67.0,48
81,Texas,Coke County,1963.0,1925.0,470.0,523.0,50.0,62.0,50.0,62.0,48
83,Texas,Coleman County,4487.0,4705.0,1541.0,1226.0,141.0,145.0,141.0,145.0,48
85,Texas,Collin County,805489.0,853440.0,114952.0,108318.0,6686.0,7283.0,6686.0,7283.0,48
87,Texas,Collingsworth County,1575.0,1586.0,751.0,697.0,63.0,68.0,63.0,68.0,48
89,Texas,Colorado County,12379.0,12597.0,4092.0,3839.0,346.0,382.0,346.0,382.0,48
91,Texas,Comal County,108268.0,114428.0,19100.0,19248.0,1628.0,1930.0,1628.0,1930.0,48
93,Texas,Comanche County,7765.0,8128.0,2462.0,2217.0,219.0,246.0,219.0,246.0,48
95,Texas,Concho County,1576.0,1619.0,442.0,425.0,45.0,53.0,45.0,53.0,48
97,Texas,Cooke County,25713.0,25442.0,7232.0,7447.0,609.0,684.0,609.0,684.0,48
99,Texas,Coryell County,46773.0,46374.0,8941.0,9142.0,937.0,1081.0,937.0,1081.0,48
101,Texas,Cottle County,819.0,780.0,226.0,217.0,25.0,27.0,25.0,27.0,48
103,Texas,Crane County,3326.0,3153.0,850.0,981.0,89.0,108.0,89.0,108.0,48
105,Texas,Crockett County,2245.0,2091.0,593.0,729.0,62.0,81.0,62.0,81.0,48
107,Texas,Crosby County,3592.0,3393.0,983.0,1028.0,102.0,113.0,102.0,113.0,48
109,Texas,Culberson County,1264.0,1162.0,405.0,493.0,42.0,52.0,42.0,52.0,48
111,Texas,Dallam County,4194.0,4243.0,2143.0,2054.0,188.0,217.0,188.0,217.0,48
113,Texas,Dallas County,1723179.0,1768075.0,576926.0,514582.0,18150.0,17958.0,18150.0,17958.0,48
115,Texas,Dawson County,7259.0,7231.0,2193.0,2171.0,200.0,235.0,200.0,235.0,48
123,Texas,DeWitt County,11617.0,11670.0,2921.0,2778.0,262.0,295.0,262.0,295.0,48
117,Texas,Deaf Smith County,11697.0,11175.0,4144.0,4339.0,345.0,421.0,345.0,421.0,48
119,Texas,Delta County,3407.0,3408.0,778.0,764.0,82.0,95.0,82.0,95.0,48
121,Texas,Denton County,681450.0,709172.0,105507.0,104640.0,6485.0,6995.0,6485.0,6995.0,48
125,Texas,Dickens County,1063.0,1018.0,299.0,283.0,31.0,34.0,31.0,34.0,48
127,Texas,Dimmit County,6516.0,6202.0,1676.0,1780.0,164.0,195.0,164.0,195.0,48
129,Texas,Donley County,1763.0,1744.0,476.0,508.0,51.0,61.0,51.0,61.0,48
131,Texas,Duval County,6608.0,6577.0,1857.0,1794.0,181.0,199.0,181.0,199.0,48
133,Texas,Eastland County,10305.0,10795.0,3274.0,2801.0,296.0,315.0,296.0,315.0,48
135,Texas,Ector County,115272.0,114628.0,32601.0,34066.0,2509.0,2986.0,2509.0,2986.0,48
137,Texas,Edwards County,1008.0,966.0,350.0,377.0,34.0,40.0,34.0,40.0,48
141,Texas,El Paso County,538230.0,546689.0,173169.0,163558.0,8541.0,8627.0,8541.0,8627.0,48
139,Texas,Ellis County,129560.0,131266.0,30187.0,33242.0,2209.0,2692.0,2209.0,2692.0,48
143,Texas,Erath County,25206.0,27135.0,7823.0,6494.0,735.0,729.0,735.0,729.0,48
145,Texas,Falls County,9471.0,9585.0,2573.0,2299.0,243.0,263.0,243.0,263.0,48
147,Texas,Fannin County,20761.0,21220.0,5675.0,5440.0,469.0,512.0,469.0,512.0,48
149,Texas,Fayette County,14571.0,14598.0,4008.0,3957.0,345.0,397.0,345.0,397.0,48
151,Texas,Fisher County,2297.0,2279.0,555.0,545.0,56.0,66.0,56.0,66.0,48
153,Texas,Floyd County,3399.0,3248.0,1191.0,1224.0,107.0,120.0,107.0,120.0,48
155,Texas,Foard County,643.0,652.0,191.0,164.0,21.0,21.0,21.0,21.0,48
157,Texas,Fort Bend County,608703.0,629154.0,107300.0,113371.0,6519.0,7904.0,6519.0,7904.0,48
159,Texas,Franklin County,6871.0,7153.0,1434.0,1199.0,158.0,165.0,158.0,165.0,48
161,Texas,Freestone County,11266.0,11212.0,2962.0,2944.0,264.0,310.0,264.0,310.0,48
163,Texas,Frio County,11051.0,11222.0,3265.0,3116.0,331.0,385.0,331.0,385.0,48
165,Texas,Gaines County,12487.0,13255.0,6949.0,6570.0,533.0,606.0,533.0,606.0,48
167,Texas,Galveston County,236920.0,242624.0,49934.0,45026.0,3414.0,3575.0,3414.0,3575.0,48
169,Texas,Garza County,2829.0,2739.0,872.0,898.0,88.0,105.0,88.0,105.0,48
171,Texas,Gillespie County,14269.0,14253.0,4544.0,4466.0,375.0,433.0,375.0,433.0,48
173,Texas,Glasscock County,974.0,919.0,230.0,297.0,26.0,34.0,26.0,34.0,48
175,Texas,Goliad County,4788.0,4652.0,982.0,1060.0,100.0,121.0,100.0,121.0,48
177,Texas,Gonzales County,12685.0,12760.0,4266.0,4114.0,337.0,402.0,337.0,402.0,48
179,Texas,Gray County,12519.0,11955.0,3922.0,4164.0,344.0,397.0,344.0,397.0,48
181,Texas,Grayson County,86167.0,89398.0,24027.0,21701.0,1783.0,1865.0,1783.0,1865.0,48
183,Texas,Gregg County,78447.0,78400.0,22634.0,21645.0,1703.0,1851.0,1703.0,1851.0,48
185,Texas,Grimes County,16295.0,16477.0,4771.0,4784.0,420.0,480.0,420.0,480.0,48
187,Texas,Guadalupe County,119333.0,122572.0,22560.0,21599.0,1883.0,2055.0,1883.0,2055.0,48
189,Texas,Hale County,19714.0,19375.0,6257.0,6061.0,548.0,595.0,548.0,595.0,48
191,Texas,Hall County,1541.0,1590.0,668.0,555.0,57.0,62.0,57.0,62.0,48
193,Texas,Hamilton County,4707.0,4811.0,1550.0,1487.0,146.0,163.0,146.0,163.0,48
195,Texas,Hansford County,3201.0,3020.0,1348.0,1379.0,117.0,133.0,117.0,133.0,48
197,Texas,Hardeman County,2196.0,2194.0,801.0,869.0,74.0,89.0,74.0,89.0,48
199,Texas,Hardin County,40075.0,39686.0,7772.0,8314.0,748.0,889.0,748.0,889.0,48
201,Texas,Harris County,3134707.0,3201890.0,998337.0,925189.0,25547.0,25749.0,25547.0,25749.0,48
203,Texas,Harrison County,42985.0,43083.0,10752.0,9829.0,921.0,1015.0,921.0,1015.0,48
205,Texas,Hartley County,2814.0,2751.0,837.0,778.0,83.0,93.0,83.0,93.0,48
207,Texas,Haskell County,2834.0,2950.0,1042.0,968.0,97.0,109.0,97.0,109.0,48
209,Texas,Hays County,163837.0,172865.0,32880.0,33141.0,2704.0,3215.0,2704.0,3215.0,48
211,Texas,Hemphill County,2464.0,2388.0,748.0,775.0,72.0,83.0,72.0,83.0,48
213,Texas,Henderson County,48356.0,50085.0,14596.0,13301.0,1105.0,1258.0,1105.0,1258.0,48
215,Texas,Hidalgo County,500310.0,502801.0,248170.0,248798.0,10081.0,10596.0,10081.0,10596.0,48
217,Texas,Hill County,21983.0,21942.0,6420.0,6652.0,503.0,582.0,503.0,582.0,48
219,Texas,Hockley County,14616.0,14020.0,4151.0,4518.0,378.0,430.0,378.0,430.0,48
221,Texas,Hood County,37763.0,38727.0,8201.0,8076.0,756.0,860.0,756.0,860.0,48
223,Texas,Hopkins County,22871.0,23502.0,7026.0,6273.0,573.0,623.0,573.0,623.0,48
225,Texas,Houston County,11851.0,12020.0,3283.0,2815.0,312.0,331.0,312.0,331.0,48
227,Texas,Howard County,21478.0,21098.0,5082.0,5126.0,494.0,567.0,494.0,567.0,48
229,Texas,Hudspeth County,2688.0,2780.0,1266.0,1206.0,125.0,141.0,125.0,141.0,48
231,Texas,Hunt County,64326.0,65296.0,15798.0,15293.0,1294.0,1389.0,1294.0,1389.0,48
233,Texas,Hutchinson County,13705.0,13408.0,3472.0,3416.0,336.0,376.0,336.0,376.0,48
235,Texas,Irion County,1049.0,1012.0,171.0,213.0,20.0,27.0,20.0,27.0,48
237,Texas,Jack County,4765.0,4990.0,1550.0,1362.0,138.0,156.0,138.0,156.0,48
239,Texas,Jackson County,9276.0,9189.0,2632.0,2644.0,240.0,270.0,240.0,270.0,48
241,Texas,Jasper County,22693.0,21969.0,4859.0,5009.0,464.0,517.0,464.0,517.0,48
243,Texas,Jeff Davis County,1003.0,882.0,373.0,430.0,39.0,48.0,39.0,48.0,48
245,Texas,Jefferson County,155759.0,149022.0,42811.0,45241.0,2817.0,3238.0,2817.0,3238.0,48
247,Texas,Jim Hogg County,3448.0,3311.0,774.0,892.0,86.0,106.0,86.0,106.0,48
249,Texas,Jim Wells County,26276.0,26546.0,7341.0,6810.0,616.0,711.0,616.0,711.0,48
251,Texas,Johnson County,118586.0,121865.0,30040.0,29269.0,2246.0,2510.0,2246.0,2510.0,48
253,Texas,Jones County,9369.0,9490.0,2407.0,2218.0,224.0,267.0,224.0,267.0,48
255,Texas,Karnes County,8397.0,8664.0,2028.0,1969.0,197.0,233.0,197.0,233.0,48
257,Texas,Kaufman County,98748.0,103499.0,20317.0,21143.0,1657.0,1999.0,1657.0,1999.0,48
259,Texas,Kendall County,31888.0,32657.0,6399.0,6351.0,580.0,679.0,580.0,679.0,48
261,Texas,Kenedy County,247.0,171.0,88.0,121.0,10.0,12.0,10.0,12.0,48
263,Texas,Kent County,471.0,492.0,77.0,87.0,10.0,13.0,10.0,13.0,48
265,Texas,Kerr County,27662.0,28335.0,8656.0,8048.0,702.0,774.0,702.0,774.0,48
267,Texas,Kimble County,2299.0,2324.0,718.0,704.0,71.0,82.0,71.0,82.0,48
269,Texas,King County,174.0,172.0,48.0,63.0,6.0,7.0,6.0,7.0,48
271,Texas,Kinney County,1956.0,1901.0,446.0,476.0,50.0,60.0,50.0,60.0,48
273,Texas,Kleberg County,20070.0,19381.0,4959.0,5372.0,526.0,643.0,526.0,643.0,48
275,Texas,Knox County,2147.0,2162.0,717.0,694.0,69.0,77.0,69.0,77.0,48
283,Texas,La Salle County,3959.0,3731.0,887.0,1056.0,97.0,123.0,97.0,123.0,48
277,Texas,Lamar County,30938.0,31153.0,8631.0,8329.0,738.0,805.0,738.0,805.0,48
279,Texas,Lamb County,7634.0,7641.0,2810.0,2624.0,233.0,262.0,233.0,262.0,48
281,Texas,Lampasas County,13869.0,13867.0,3143.0,3292.0,291.0,357.0,291.0,357.0,48
285,Texas,Lavaca County,12397.0,12597.0,2881.0,2601.0,259.0,278.0,259.0,278.0,48
287,Texas,Lee County,10616.0,10818.0,3018.0,2689.0,271.0,292.0,271.0,292.0,48
289,Texas,Leon County,9562.0,9920.0,3408.0,3009.0,283.0,312.0,283.0,312.0,48
291,Texas,Liberty County,55415.0,57098.0,16352.0,17246.0,1294.0,1532.0,1294.0,1532.0,48
293,Texas,Limestone County,13389.0,13331.0,3920.0,3656.0,327.0,355.0,327.0,355.0,48
295,Texas,Lipscomb County,1843.0,1825.0,759.0,682.0,67.0,71.0,67.0,71.0,48
297,Texas,Live Oak County,6680.0,6713.0,1932.0,1864.0,180.0,209.0,180.0,209.0,48
299,Texas,Llano County,10459.0,10736.0,3176.0,2833.0,280.0,300.0,280.0,300.0,48
301,Texas,Loving County,132.0,134.0,17.0,30.0,3.0,4.0,3.0,4.0,48
303,Texas,Lubbock County,213603.0,217405.0,45935.0,44450.0,3483.0,3748.0,3483.0,3748.0,48
305,Texas,Lynn County,3862.0,3879.0,1037.0,1049.0,99.0,118.0,99.0,118.0,48
313,Texas,Madison County,7251.0,7516.0,2288.0,2045.0,202.0,230.0,202.0,230.0,48
315,Texas,Marion County,5603.0,5764.0,1420.0,1331.0,144.0,163.0,144.0,163.0,48
317,Texas,Martin County,4046.0,3946.0,1038.0,1158.0,106.0,131.0,106.0,131.0,48
319,Texas,Mason County,2125.0,2167.0,883.0,847.0,78.0,89.0,78.0,89.0,48
321,Texas,Matagorda County,23606.0,22971.0,6192.0,6741.0,557.0,662.0,557.0,662.0,48
323,Texas,Maverick County,35720.0,34495.0,14265.0,14961.0,1088.0,1212.0,1088.0,1212.0,48
307,Texas,McCulloch County,4846.0,4453.0,1290.0,1404.0,130.0,154.0,130.0,154.0,48
309,Texas,McLennan County,173081.0,171783.0,38118.0,39521.0,2736.0,3146.0,2736.0,3146.0,48
311,Texas,McMullen County,481.0,437.0,76.0,97.0,9.0,12.0,9.0,12.0,48
325,Texas,Medina County,33297.0,33706.0,7422.0,7445.0,649.0,775.0,649.0,775.0,48
327,Texas,Menard County,1019.0,998.0,407.0,405.0,39.0,47.0,39.0,47.0,48
329,Texas,Midland County,128982.0,128794.0,29022.0,30184.0,2420.0,2820.0,2420.0,2820.0,48
331,Texas,Milam County,15533.0,14936.0,3704.0,4022.0,340.0,411.0,340.0,411.0,48
333,Texas,Mills County,2469.0,2493.0,908.0,889.0,81.0,91.0,81.0,91.0,48
335,Texas,Mitchell County,4363.0,4432.0,1085.0,1077.0,110.0,134.0,110.0,134.0,48
337,Texas,Montague County,11958.0,11961.0,3321.0,3310.0,296.0,345.0,296.0,345.0,48
339,Texas,Montgomery County,433203.0,446852.0,90482.0,91605.0,5480.0,6701.0,5480.0,6701.0,48
