countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
53,Indiana,Grant County,43500.0,43488.0,4732.0,3911.0,525.0,523.0,525.0,523.0,18
55,Indiana,Greene County,22649.0,23155.0,2644.0,2182.0,300.0,292.0,300.0,292.0,18
57,Indiana,Hamilton County,279983.0,288811.0,17843.0,13942.0,1752.0,1625.0,1752.0,1625.0,18
59,Indiana,Hancock County,60615.0,61578.0,4734.0,4398.0,543.0,585.0,543.0,585.0,18
61,Indiana,Harrison County,29953.0,29925.0,2981.0,2812.0,341.0,378.0,341.0,378.0,18
63,Indiana,Hendricks County,132815.0,136162.0,11029.0,9131.0,1164.0,1134.0,1164.0,1134.0,18
65,Indiana,Henry County,32169.0,32247.0,3180.0,2914.0,357.0,389.0,357.0,389.0,18
67,Indiana,Howard County,58734.0,59683.0,6419.0,5249.0,717.0,694.0,717.0,694.0,18
69,Indiana,Huntington County,26295.0,26352.0,2802.0,2422.0,319.0,334.0,319.0,334.0,18
71,Indiana,Jackson County,32374.0,32664.0,4071.0,3664.0,461.0,488.0,461.0,488.0,18
73,Indiana,Jasper County,23734.0,23765.0,2931.0,2641.0,326.0,345.0,326.0,345.0,18
75,Indiana,Jay County,14563.0,14711.0,1832.0,1613.0,215.0,228.0,215.0,228.0,18
77,Indiana,Jefferson County,22227.0,21964.0,2218.0,2176.0,270.0,306.0,270.0,306.0,18
79,Indiana,Jennings County,20482.0,20560.0,2219.0,1892.0,259.0,270.0,259.0,270.0,18
81,Indiana,Johnson County,122497.0,125531.0,11109.0,9816.0,1158.0,1218.0,1158.0,1218.0,18
83,Indiana,Knox County,25507.0,25122.0,2644.0,2777.0,314.0,385.0,314.0,385.0,18
85,Indiana,Kosciusko County,56451.0,55582.0,8085.0,8170.0,827.0,936.0,827.0,936.0,18
91,Indiana,La Porte County,74599.0,75442.0,8550.0,6819.0,883.0,827.0,883.0,827.0,18
87,Indiana,Lagrange County,24604.0,24322.0,9514.0,9735.0,891.0,992.0,891.0,992.0,18
89,Indiana,Lake County,356843.0,360111.0,39323.0,31606.0,3095.0,2931.0,3095.0,2931.0,18
93,Indiana,Lawrence County,31957.0,32391.0,3570.0,3143.0,412.0,424.0,412.0,424.0,18
95,Indiana,Madison County,88536.0,89484.0,10641.0,9117.0,1056.0,1069.0,1056.0,1069.0,18
97,Indiana,Marion County,716454.0,732655.0,100212.0,75897.0,6055.0,5611.0,6055.0,5611.0,18
99,Indiana,Marshall County,31979.0,32144.0,5495.0,4799.0,559.0,594.0,559.0,594.0,18
101,Indiana,Martin County,7259.0,7131.0,752.0,722.0,93.0,103.0,93.0,103.0,18
103,Indiana,Miami County,22908.0,23001.0,2850.0,2457.0,312.0,334.0,312.0,334.0,18
105,Indiana,Monroe County,103153.0,102904.0,10733.0,10746.0,1187.0,1432.0,1187.0,1432.0,18
107,Indiana,Montgomery County,26893.0,26893.0,3368.0,3147.0,369.0,404.0,369.0,404.0,18
109,Indiana,Morgan County,52118.0,52797.0,5814.0,4880.0,608.0,612.0,608.0,612.0,18
111,Indiana,Newton County,9595.0,9643.0,1462.0,1306.0,161.0,174.0,161.0,174.0,18
113,Indiana,Noble County,34372.0,34538.0,4980.0,4493.0,520.0,564.0,520.0,564.0,18
115,Indiana,Ohio County,4151.0,4064.0,387.0,421.0,49.0,62.0,49.0,62.0,18
117,Indiana,Orange County,13753.0,13682.0,1746.0,1679.0,204.0,234.0,204.0,234.0,18
119,Indiana,Owen County,14343.0,14557.0,2091.0,1813.0,240.0,247.0,240.0,247.0,18
121,Indiana,Parke County,10449.0,10465.0,1494.0,1375.0,177.0,190.0,177.0,190.0,18
123,Indiana,Perry County,12915.0,13040.0,1135.0,955.0,142.0,142.0,142.0,142.0,18
125,Indiana,Pike County,8731.0,8687.0,996.0,1016.0,116.0,137.0,116.0,137.0,18
127,Indiana,Porter County,129071.0,129975.0,10367.0,8762.0,1064.0,1094.0,1064.0,1094.0,18
129,Indiana,Posey County,18911.0,18877.0,1483.0,1290.0,176.0,183.0,176.0,183.0,18
131,Indiana,Pulaski County,8635.0,8686.0,1049.0,921.0,125.0,132.0,125.0,132.0,18
133,Indiana,Putnam County,24317.0,24309.0,2249.0,2085.0,272.0,293.0,272.0,293.0,18
135,Indiana,Randolph County,16982.0,16926.0,2242.0,1858.0,251.0,247.0,251.0,247.0,18
137,Indiana,Ripley County,20652.0,20750.0,2288.0,2113.0,260.0,290.0,260.0,290.0,18
139,Indiana,Rush County,11852.0,11971.0,1464.0,1309.0,168.0,186.0,168.0,186.0,18
143,Indiana,Scott County,17662.0,17670.0,1794.0,1660.0,221.0,245.0,221.0,245.0,18
145,Indiana,Shelby County,33140.0,33002.0,3296.0,3260.0,367.0,435.0,367.0,435.0,18
147,Indiana,Spencer County,14684.0,14549.0,1438.0,1398.0,163.0,188.0,163.0,188.0,18
141,Indiana,St. Joseph County,195009.0,196893.0,22075.0,18026.0,1935.0,1880.0,1935.0,1880.0,18
149,Indiana,Starke County,16493.0,16588.0,1949.0,1746.0,221.0,245.0,221.0,245.0,18
151,Indiana,Steuben County,23375.0,23670.0,2729.0,2323.0,300.0,317.0,300.0,317.0,18
153,Indiana,Sullivan County,13265.0,13320.0,1379.0,1226.0,161.0,174.0,161.0,174.0,18
155,Indiana,Switzerland County,7653.0,7660.0,1092.0,926.0,133.0,136.0,133.0,136.0,18
157,Indiana,Tippecanoe County,140835.0,144286.0,15778.0,12553.0,1602.0,1467.0,1602.0,1467.0,18
159,Indiana,Tipton County,10786.0,10821.0,1080.0,1015.0,131.0,147.0,131.0,147.0,18
161,Indiana,Union County,5008.0,5037.0,603.0,581.0,76.0,85.0,76.0,85.0,18
163,Indiana,Vanderburgh County,129021.0,131444.0,15281.0,12434.0,1484.0,1430.0,1484.0,1430.0,18
165,Indiana,Vermillion County,11185.0,11013.0,1070.0,1036.0,129.0,149.0,129.0,149.0,18
167,Indiana,Vigo County,71871.0,71521.0,8240.0,7740.0,874.0,1018.0,874.0,1018.0,18
169,Indiana,Wabash County,20639.0,20603.0,2421.0,2087.0,270.0,283.0,270.0,283.0,18
171,Indiana,Warren County,5980.0,5940.0,539.0,471.0,68.0,73.0,68.0,73.0,18
173,Indiana,Warrick County,47913.0,48508.0,3948.0,3475.0,439.0,469.0,439.0,469.0,18
175,Indiana,Washington County,20385.0,20592.0,2491.0,2204.0,290.0,303.0,290.0,303.0,18
177,Indiana,Wayne County,45097.0,45812.0,5788.0,4834.0,634.0,620.0,634.0,620.0,18
179,Indiana,Wells County,20791.0,20858.0,2000.0,1746.0,245.0,249.0,245.0,249.0,18
181,Indiana,White County,16563.0,16858.0,2413.0,1991.0,254.0,260.0,254.0,260.0,18
183,Indiana,Whitley County,25094.0,25366.0,2386.0,2297.0,274.0,325.0,274.0,325.0,18
1,Iowa,Adair County,5177.0,5079.0,280.0,306.0,39.0,50.0,39.0,50.0,19
3,Iowa,Adams County,2557.0,2544.0,163.0,161.0,22.0,27.0,22.0,27.0,19
5,Iowa,Allamakee County,9469.0,9465.0,900.0,796.0,116.0,124.0,116.0,124.0,19
7,Iowa,Appanoose County,8851.0,8703.0,598.0,565.0,81.0,88.0,81.0,88.0,19
9,Iowa,Audubon County,3813.0,3761.0,283.0,284.0,37.0,44.0,37.0,44.0,19
11,Iowa,Benton County,19754.0,19473.0,930.0,1012.0,119.0,150.0,119.0,150.0,19
13,Iowa,Black Hawk County,99127.0,97899.0,5945.0,6085.0,728.0,822.0,728.0,822.0,19
15,Iowa,Boone County,19984.0,19820.0,945.0,1036.0,128.0,163.0,128.0,163.0,19
17,Iowa,Bremer County,18046.0,18238.0,701.0,679.0,95.0,107.0,95.0,107.0,19
19,Iowa,Buchanan County,16252.0,16197.0,828.0,900.0,111.0,139.0,111.0,139.0,19
21,Iowa,Buena Vista County,13977.0,14031.0,1581.0,1750.0,194.0,248.0,194.0,248.0,19
23,Iowa,Butler County,10456.0,10308.0,585.0,602.0,75.0,93.0,75.0,93.0,19
25,Iowa,Calhoun County,6479.0,6284.0,355.0,378.0,48.0,59.0,48.0,59.0,19
27,Iowa,Carroll County,15141.0,14772.0,715.0,762.0,96.0,122.0,96.0,122.0,19
29,Iowa,Cass County,8991.0,8911.0,705.0,722.0,92.0,111.0,92.0,111.0,19
31,Iowa,Cedar County,14140.0,13904.0,621.0,685.0,82.0,107.0,82.0,107.0,19
33,Iowa,Cerro Gordo County,30743.0,30089.0,1537.0,1673.0,202.0,257.0,202.0,257.0,19
35,Iowa,Cherokee County,7808.0,7734.0,449.0,448.0,61.0,73.0,61.0,73.0,19
37,Iowa,Chickasaw County,8719.0,8644.0,625.0,541.0,79.0,86.0,79.0,86.0,19
39,Iowa,Clarke County,6934.0,6868.0,535.0,558.0,71.0,88.0,71.0,88.0,19
41,Iowa,Clay County,11767.0,11486.0,737.0,848.0,99.0,133.0,99.0,133.0,19
43,Iowa,Clayton County,12204.0,12002.0,964.0,865.0,121.0,130.0,121.0,130.0,19
45,Iowa,Clinton County,34962.0,34508.0,1928.0,2036.0,243.0,303.0,243.0,303.0,19
47,Iowa,Crawford County,12062.0,12127.0,1569.0,1461.0,186.0,207.0,186.0,207.0,19
49,Iowa,Dallas County,79409.0,82490.0,3257.0,3544.0,403.0,533.0,403.0,533.0,19
51,Iowa,Davis County,6597.0,6562.0,746.0,747.0,93.0,110.0,93.0,110.0,19
53,Iowa,Decatur County,5204.0,5096.0,399.0,372.0,56.0,62.0,56.0,62.0,19
55,Iowa,Delaware County,12829.0,12742.0,753.0,644.0,98.0,98.0,98.0,98.0,19
57,Iowa,Des Moines County,28705.0,28325.0,1531.0,1404.0,193.0,212.0,193.0,212.0,19
59,Iowa,Dickinson County,12017.0,12076.0,581.0,661.0,81.0,105.0,81.0,105.0,19
61,Iowa,Dubuque County,72768.0,72927.0,3726.0,3566.0,455.0,512.0,455.0,512.0,19
63,Iowa,Emmet County,6387.0,6178.0,490.0,508.0,65.0,80.0,65.0,80.0,19
65,Iowa,Fayette County,13908.0,13510.0,839.0,802.0,111.0,122.0,111.0,122.0,19
67,Iowa,Floyd County,11246.0,11049.0,760.0,719.0,98.0,112.0,98.0,112.0,19
69,Iowa,Franklin County,7266.0,6987.0,557.0,619.0,76.0,96.0,76.0,96.0,19
71,Iowa,Fremont County,5011.0,4793.0,275.0,309.0,36.0,48.0,36.0,48.0,19
73,Iowa,Greene County,6484.0,6314.0,345.0,372.0,47.0,59.0,47.0,59.0,19
75,Iowa,Grundy County,9215.0,9101.0,397.0,494.0,52.0,77.0,52.0,77.0,19
77,Iowa,Guthrie County,7674.0,7628.0,521.0,505.0,67.0,78.0,67.0,78.0,19
79,Iowa,Hamilton County,10960.0,10839.0,627.0,672.0,83.0,103.0,83.0,103.0,19
81,Iowa,Hancock County,7720.0,7475.0,420.0,438.0,56.0,72.0,56.0,72.0,19
83,Iowa,Hardin County,11689.0,11322.0,732.0,787.0,93.0,122.0,93.0,122.0,19
85,Iowa,Harrison County,10607.0,10399.0,576.0,652.0,74.0,98.0,74.0,98.0,19
87,Iowa,Henry County,13802.0,13505.0,758.0,792.0,99.0,125.0,99.0,125.0,19
89,Iowa,Howard County,6730.0,6740.0,435.0,427.0,59.0,69.0,59.0,69.0,19
91,Iowa,Humboldt County,6972.0,6892.0,420.0,489.0,55.0,76.0,55.0,76.0,19
93,Iowa,Ida County,5037.0,4987.0,276.0,324.0,37.0,53.0,37.0,53.0,19
95,Iowa,Iowa County,12441.0,12311.0,535.0,558.0,73.0,91.0,73.0,91.0,19
97,Iowa,Jackson County,14372.0,14055.0,820.0,828.0,109.0,126.0,109.0,126.0,19
99,Iowa,Jasper County,27201.0,27044.0,1260.0,1237.0,165.0,192.0,165.0,192.0,19
101,Iowa,Jefferson County,11386.0,11463.0,1134.0,958.0,161.0,172.0,161.0,172.0,19
103,Iowa,Johnson County,118281.0,119760.0,7387.0,7457.0,870.0,1072.0,870.0,1072.0,19
105,Iowa,Jones County,14460.0,14246.0,844.0,884.0,109.0,139.0,109.0,139.0,19
107,Iowa,Keokuk County,7425.0,7275.0,481.0,441.0,62.0,71.0,62.0,71.0,19
109,Iowa,Kossuth County,10581.0,10361.0,536.0,597.0,70.0,93.0,70.0,93.0,19
111,Iowa,Lee County,24139.0,23904.0,1351.0,1234.0,181.0,193.0,181.0,193.0,19
113,Iowa,Linn County,177103.0,176909.0,8883.0,9265.0,1008.0,1208.0,1008.0,1208.0,19
115,Iowa,Louisa County,8023.0,8033.0,786.0,748.0,100.0,108.0,100.0,108.0,19
117,Iowa,Lucas County,6238.0,6154.0,372.0,361.0,51.0,59.0,51.0,59.0,19
119,Iowa,Lyon County,8906.0,8857.0,618.0,592.0,81.0,91.0,81.0,91.0,19
121,Iowa,Madison County,12754.0,12830.0,661.0,808.0,85.0,123.0,85.0,123.0,19
123,Iowa,Mahaska County,16517.0,16424.0,963.0,960.0,128.0,149.0,128.0,149.0,19
125,Iowa,Marion County,24934.0,24789.0,1090.0,1051.0,146.0,162.0,146.0,162.0,19
127,Iowa,Marshall County,28750.0,28492.0,2374.0,2733.0,279.0,376.0,279.0,376.0,19
129,Iowa,Mills County,11326.0,10934.0,570.0,555.0,74.0,85.0,74.0,85.0,19
131,Iowa,Mitchell County,7627.0,7725.0,627.0,575.0,79.0,86.0,79.0,86.0,19
133,Iowa,Monona County,6046.0,6015.0,381.0,371.0,50.0,57.0,50.0,57.0,19
135,Iowa,Monroe County,5719.0,5713.0,361.0,375.0,49.0,59.0,49.0,59.0,19
137,Iowa,Montgomery County,7227.0,7154.0,468.0,477.0,62.0,74.0,62.0,74.0,19
139,Iowa,Muscatine County,32771.0,32334.0,2119.0,2066.0,268.0,307.0,268.0,307.0,19
141,Iowa,O'Brien County,10109.0,9961.0,666.0,617.0,90.0,95.0,90.0,95.0,19
143,Iowa,Osceola County,4212.0,4224.0,347.0,330.0,45.0,53.0,45.0,53.0,19
145,Iowa,Page County,9618.0,9556.0,604.0,594.0,82.0,94.0,82.0,94.0,19
147,Iowa,Palo Alto County,6377.0,6306.0,389.0,392.0,55.0,63.0,55.0,63.0,19
149,Iowa,Plymouth County,19342.0,19088.0,1079.0,1168.0,136.0,177.0,136.0,177.0,19
151,Iowa,Pocahontas County,4652.0,4597.0,352.0,356.0,47.0,54.0,47.0,54.0,19
153,Iowa,Polk County,393266.0,396498.0,24317.0,23576.0,2051.0,2259.0,2051.0,2259.0,19
155,Iowa,Pottawattamie County,70219.0,70276.0,4487.0,4003.0,514.0,523.0,514.0,523.0,19
157,Iowa,Poweshiek County,12451.0,12378.0,683.0,662.0,92.0,111.0,92.0,111.0,19
159,Iowa,Ringgold County,3376.0,3343.0,261.0,240.0,35.0,38.0,35.0,38.0,19
161,Iowa,Sac County,6921.0,6774.0,411.0,422.0,53.0,66.0,53.0,66.0,19
163,Iowa,Scott County,133923.0,133068.0,7743.0,7903.0,853.0,1003.0,853.0,1003.0,19
165,Iowa,Shelby County,8256.0,8182.0,490.0,494.0,65.0,77.0,65.0,77.0,19
167,Iowa,Sioux County,25415.0,25425.0,1775.0,1805.0,217.0,257.0,217.0,257.0,19
169,Iowa,Story County,70382.0,71896.0,4788.0,4294.0,756.0,773.0,756.0,773.0,19
171,Iowa,Tama County,12262.0,12162.0,1121.0,1095.0,130.0,152.0,130.0,152.0,19
173,Iowa,Taylor County,4294.0,4249.0,390.0,354.0,51.0,57.0,51.0,57.0,19
175,Iowa,Union County,8779.0,8680.0,590.0,570.0,81.0,90.0,81.0,90.0,19
177,Iowa,Van Buren County,4989.0,5007.0,410.0,404.0,54.0,62.0,54.0,62.0,19
179,Iowa,Wapello County,25430.0,25352.0,2229.0,2060.0,287.0,303.0,287.0,303.0,19
181,Iowa,Warren County,40552.0,40899.0,1614.0,1793.0,207.0,273.0,207.0,273.0,19
183,Iowa,Washington County,16291.0,16067.0,1141.0,1329.0,143.0,189.0,143.0,189.0,19
185,Iowa,Wayne County,4536.0,4519.0,382.0,341.0,51.0,55.0,51.0,55.0,19
187,Iowa,Webster County,24860.0,24857.0,1732.0,1580.0,223.0,242.0,223.0,242.0,19
189,Iowa,Winnebago County,7287.0,7169.0,386.0,393.0,53.0,64.0,53.0,64.0,19
191,Iowa,Winneshiek County,13234.0,13097.0,666.0,591.0,89.0,96.0,89.0,96.0,19
193,Iowa,Woodbury County,78284.0,77868.0,6474.0,6593.0,708.0,838.0,708.0,838.0,19
195,Iowa,Worth County,5497.0,5343.0,299.0,355.0,41.0,58.0,41.0,58.0,19
197,Iowa,Wright County,8897.0,8724.0,639.0,626.0,85.0,98.0,85.0,98.0,19
1,Kansas,Allen County,8490.0,8407.0,927.0,997.0,111.0,142.0,111.0,142.0,20
3,Kansas,Anderson County,5427.0,5524.0,654.0,653.0,79.0,92.0,79.0,92.0,20
5,Kansas,Atchison County,11038.0,10944.0,1041.0,1059.0,131.0,154.0,131.0,154.0,20
7,Kansas,Barber County,2893.0,2845.0,473.0,420.0,56.0,60.0,56.0,60.0,20
9,Kansas,Barton County,17477.0,17265.0,2597.0,2606.0,270.0,324.0,270.0,324.0,20
11,Kansas,Bourbon County,9992.0,10022.0,1204.0,1108.0,146.0,163.0,146.0,163.0,20
13,Kansas,Brown County,6667.0,6572.0,819.0,880.0,93.0,115.0,93.0,115.0,20
15,Kansas,Butler County,49791.0,49777.0,4801.0,4687.0,498.0,579.0,498.0,579.0,20
17,Kansas,Chase County,1623.0,1646.0,211.0,179.0,25.0,27.0,25.0,27.0,20
19,Kansas,Chautauqua County,1935.0,2018.0,372.0,353.0,43.0,48.0,43.0,48.0,20
21,Kansas,Cherokee County,14015.0,14049.0,1746.0,1625.0,199.0,225.0,199.0,225.0,20
23,Kansas,Cheyenne County,1606.0,1640.0,299.0,227.0,36.0,34.0,36.0,34.0,20
25,Kansas,Clark County,1373.0,1371.0,178.0,156.0,22.0,23.0,22.0,23.0,20
27,Kansas,Clay County,5482.0,5412.0,580.0,649.0,71.0,94.0,71.0,94.0,20
29,Kansas,Cloud County,5902.0,5849.0,624.0,590.0,79.0,89.0,79.0,89.0,20
31,Kansas,Coffey County,5843.0,5753.0,525.0,532.0,64.0,77.0,64.0,77.0,20
33,Kansas,Comanche County,1055.0,1073.0,171.0,129.0,21.0,20.0,21.0,20.0,20
35,Kansas,Cowley County,23777.0,23441.0,2825.0,2975.0,310.0,369.0,310.0,369.0,20
37,Kansas,Crawford County,27434.0,27053.0,3638.0,3930.0,437.0,542.0,437.0,542.0,20
39,Kansas,Decatur County,1734.0,1729.0,267.0,209.0,33.0,32.0,33.0,32.0,20
41,Kansas,Dickinson County,12922.0,12742.0,1600.0,1588.0,186.0,217.0,186.0,217.0,20
43,Kansas,Doniphan County,5130.0,4992.0,574.0,608.0,71.0,86.0,71.0,86.0,20
45,Kansas,Douglas County,89168.0,89673.0,9568.0,9170.0,1056.0,1135.0,1056.0,1135.0,20
47,Kansas,Edwards County,1811.0,1761.0,355.0,338.0,38.0,42.0,38.0,42.0,20
49,Kansas,Elk County,1470.0,1539.0,288.0,230.0,33.0,33.0,33.0,33.0,20
51,Kansas,Ellis County,20793.0,20899.0,2333.0,2215.0,302.0,326.0,302.0,326.0,20
53,Kansas,Ellsworth County,3539.0,3445.0,369.0,411.0,47.0,57.0,47.0,57.0,20
55,Kansas,Finney County,25926.0,25496.0,5443.0,5380.0,514.0,579.0,514.0,579.0,20
57,Kansas,Ford County,23578.0,22860.0,5301.0,5387.0,503.0,580.0,503.0,580.0,20
59,Kansas,Franklin County,18857.0,18735.0,1867.0,1983.0,218.0,267.0,218.0,267.0,20
61,Kansas,Geary County,25443.0,25621.0,2249.0,2530.0,326.0,442.0,326.0,442.0,20
63,Kansas,Gove County,1646.0,1757.0,318.0,201.0,38.0,29.0,38.0,29.0,20
65,Kansas,Graham County,1534.0,1539.0,226.0,189.0,28.0,28.0,28.0,28.0,20
67,Kansas,Grant County,5010.0,4875.0,1005.0,1045.0,105.0,126.0,105.0,126.0,20
69,Kansas,Gray County,4130.0,3897.0,896.0,1039.0,92.0,121.0,92.0,121.0,20
71,Kansas,Greeley County,847.0,810.0,133.0,142.0,16.0,19.0,16.0,19.0,20
73,Kansas,Greenwood County,3882.0,3762.0,495.0,471.0,60.0,68.0,60.0,68.0,20
75,Kansas,Hamilton County,1668.0,1585.0,455.0,447.0,48.0,52.0,48.0,52.0,20
77,Kansas,Harper County,3460.0,3459.0,634.0,550.0,70.0,76.0,70.0,76.0,20
79,Kansas,Harvey County,23766.0,23692.0,2884.0,2818.0,313.0,366.0,313.0,366.0,20
81,Kansas,Haskell County,2618.0,2568.0,691.0,695.0,69.0,81.0,69.0,81.0,20
83,Kansas,Hodgeman County,1158.0,1175.0,189.0,197.0,22.0,27.0,22.0,27.0,20
85,Kansas,Jackson County,9297.0,9312.0,1209.0,1281.0,134.0,160.0,134.0,160.0,20
87,Kansas,Jefferson County,13902.0,13660.0,1432.0,1453.0,160.0,191.0,160.0,191.0,20
89,Kansas,Jewell County,1734.0,1705.0,242.0,223.0,31.0,33.0,31.0,33.0,20
91,Kansas,Johnson County,478921.0,484957.0,36800.0,30877.0,2582.0,2566.0,2582.0,2566.0,20
93,Kansas,Kearny County,2599.0,2467.0,562.0,615.0,62.0,77.0,62.0,77.0,20
95,Kansas,Kingman County,4980.0,4888.0,548.0,488.0,67.0,71.0,67.0,71.0,20
97,Kansas,Kiowa County,1487.0,1479.0,272.0,285.0,31.0,38.0,31.0,38.0,20
99,Kansas,Labette County,13548.0,13840.0,1961.0,1554.0,205.0,209.0,205.0,209.0,20
101,Kansas,Lane County,1006.0,977.0,147.0,169.0,19.0,24.0,19.0,24.0,20
103,Kansas,Leavenworth County,58547.0,58442.0,5102.0,5155.0,585.0,650.0,585.0,650.0,20
105,Kansas,Lincoln County,1885.0,1962.0,290.0,241.0,36.0,35.0,36.0,35.0,20
107,Kansas,Linn County,6498.0,6519.0,884.0,849.0,98.0,114.0,98.0,114.0,20
109,Kansas,Logan County,1955.0,1868.0,228.0,261.0,29.0,38.0,29.0,38.0,20
111,Kansas,Lyon County,22926.0,22951.0,3679.0,3440.0,417.0,437.0,417.0,437.0,20
115,Kansas,Marion County,7526.0,7435.0,1011.0,946.0,111.0,124.0,111.0,124.0,20
117,Kansas,Marshall County,6819.0,6709.0,668.0,682.0,81.0,94.0,81.0,94.0,20
113,Kansas,McPherson County,20342.0,20073.0,1989.0,2080.0,231.0,285.0,231.0,285.0,20
119,Kansas,Meade County,2623.0,2544.0,542.0,636.0,59.0,73.0,59.0,73.0,20
121,Kansas,Miami County,26030.0,25971.0,2087.0,1961.0,247.0,272.0,247.0,272.0,20
123,Kansas,Mitchell County,3924.0,3921.0,442.0,391.0,53.0,58.0,53.0,58.0,20
125,Kansas,Montgomery County,21027.0,21061.0,3220.0,2885.0,324.0,362.0,324.0,362.0,20
127,Kansas,Morris County,3725.0,3648.0,480.0,472.0,58.0,66.0,58.0,66.0,20
129,Kansas,Morton County,1673.0,1631.0,313.0,322.0,34.0,42.0,34.0,42.0,20
131,Kansas,Nemaha County,7485.0,7399.0,655.0,623.0,80.0,94.0,80.0,94.0,20
133,Kansas,Neosho County,11121.0,10953.0,1186.0,1305.0,146.0,185.0,146.0,185.0,20
135,Kansas,Ness County,1652.0,1728.0,326.0,301.0,36.0,41.0,36.0,41.0,20
137,Kansas,Norton County,3079.0,3133.0,391.0,353.0,47.0,52.0,47.0,52.0,20
139,Kansas,Osage County,11284.0,11175.0,1247.0,1253.0,142.0,173.0,142.0,173.0,20
141,Kansas,Osborne County,2196.0,2222.0,327.0,289.0,40.0,43.0,40.0,43.0,20
143,Kansas,Ottawa County,3984.0,4024.0,430.0,412.0,52.0,59.0,52.0,59.0,20
145,Kansas,Pawnee County,3698.0,3637.0,386.0,363.0,51.0,58.0,51.0,58.0,20
147,Kansas,Phillips County,3466.0,3431.0,423.0,405.0,52.0,58.0,52.0,58.0,20
149,Kansas,Pottawatomie County,18925.0,19201.0,1808.0,1794.0,209.0,241.0,209.0,241.0,20
151,Kansas,Pratt County,6118.0,6003.0,799.0,906.0,94.0,126.0,94.0,126.0,20
153,Kansas,Rawlins County,1540.0,1608.0,265.0,190.0,31.0,29.0,31.0,29.0,20
155,Kansas,Reno County,40936.0,41086.0,5664.0,5305.0,564.0,628.0,564.0,628.0,20
157,Kansas,Republic County,2918.0,2951.0,390.0,298.0,48.0,44.0,48.0,44.0,20
159,Kansas,Rice County,6246.0,6140.0,822.0,778.0,95.0,107.0,95.0,107.0,20
161,Kansas,Riley County,50961.0,51269.0,5883.0,5919.0,772.0,909.0,772.0,909.0,20
163,Kansas,Rooks County,3296.0,3151.0,433.0,499.0,51.0,68.0,51.0,68.0,20
165,Kansas,Rush County,1990.0,1943.0,254.0,223.0,31.0,33.0,31.0,33.0,20
167,Kansas,Russell County,4471.0,4394.0,607.0,618.0,72.0,85.0,72.0,85.0,20
169,Kansas,Saline County,38553.0,38033.0,4599.0,4649.0,481.0,598.0,481.0,598.0,20
171,Kansas,Scott County,3272.0,3240.0,530.0,531.0,60.0,71.0,60.0,71.0,20
173,Kansas,Sedgwick County,378404.0,380663.0,53090.0,52074.0,3239.0,3448.0,3239.0,3448.0,20
175,Kansas,Seward County,14879.0,14253.0,3648.0,3746.0,364.0,425.0,364.0,425.0,20
177,Kansas,Shawnee County,127969.0,125886.0,12400.0,12955.0,1143.0,1373.0,1143.0,1373.0,20
179,Kansas,Sheridan County,1627.0,1761.0,277.0,141.0,33.0,22.0,33.0,22.0,20
181,Kansas,Sherman County,4240.0,3968.0,423.0,520.0,55.0,74.0,55.0,74.0,20
183,Kansas,Smith County,2258.0,2268.0,298.0,238.0,36.0,35.0,36.0,35.0,20
185,Kansas,Stafford County,2691.0,2656.0,460.0,459.0,51.0,60.0,51.0,60.0,20
187,Kansas,Stanton County,1360.0,1286.0,258.0,287.0,28.0,35.0,28.0,35.0,20
189,Kansas,Stevens County,3625.0,3602.0,874.0,880.0,90.0,103.0,90.0,103.0,20
191,Kansas,Sumner County,16397.0,16038.0,1807.0,1854.0,198.0,242.0,198.0,242.0,20
193,Kansas,Thomas County,5452.0,5329.0,653.0,703.0,77.0,97.0,77.0,97.0,20
195,Kansas,Trego County,1786.0,1798.0,224.0,213.0,28.0,32.0,28.0,32.0,20
197,Kansas,Wabaunsee County,4958.0,4883.0,459.0,516.0,55.0,72.0,55.0,72.0,20
199,Kansas,Wallace County,1015.0,1060.0,122.0,125.0,16.0,18.0,16.0,18.0,20
201,Kansas,Washington County,3545.0,3568.0,520.0,491.0,60.0,66.0,60.0,66.0,20
203,Kansas,Wichita County,1374.0,1338.0,288.0,271.0,32.0,36.0,32.0,36.0,20
205,Kansas,Wilson County,5772.0,5688.0,747.0,645.0,87.0,89.0,87.0,89.0,20
207,Kansas,Woodson County,2000.0,1961.0,306.0,257.0,37.0,39.0,37.0,39.0,20
209,Kansas,Wyandotte County,116906.0,117721.0,23968.0,21959.0,1846.0,1965.0,1846.0,1965.0,20
1,Kentucky,Adair County,13009.0,13089.0,1213.0,1069.0,163.0,171.0,163.0,171.0,21
3,Kentucky,Allen County,15748.0,15837.0,1454.0,1272.0,193.0,202.0,193.0,202.0,21
5,Kentucky,Anderson County,17702.0,17582.0,1271.0,1357.0,170.0,210.0,170.0,210.0,21
7,Kentucky,Ballard County,5618.0,5481.0,438.0,487.0,57.0,73.0,57.0,73.0,21
9,Kentucky,Barren County,32708.0,32429.0,2866.0,3013.0,370.0,453.0,370.0,453.0,21
11,Kentucky,Bath County,9318.0,9361.0,885.0,716.0,117.0,115.0,117.0,115.0,21
13,Kentucky,Bell County,18005.0,17770.0,1765.0,1336.0,244.0,220.0,244.0,220.0,21
