county_state,countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
"Audubon County, IA",9,IA,Audubon County,3813.0,3761.0,283.0,284.0,37.0,44.0,37.0,44.0,19
"Benton County, IA",11,IA,Benton County,19754.0,19473.0,930.0,1012.0,119.0,150.0,119.0,150.0,19
"Black Hawk County, IA",13,IA,Black Hawk County,99127.0,97899.0,5945.0,6085.0,728.0,822.0,728.0,822.0,19
"Boone County, IA",15,IA,Boone County,19984.0,19820.0,945.0,1036.0,128.0,163.0,128.0,163.0,19
"Bremer County, IA",17,IA,Bremer County,18046.0,18238.0,701.0,679.0,95.0,107.0,95.0,107.0,19
"Buchanan County, IA",19,IA,Buchanan County,16252.0,16197.0,828.0,900.0,111.0,139.0,111.0,139.0,19
"Buena Vista County, IA",21,IA,Buena Vista County,13977.0,14031.0,1581.0,1750.0,194.0,248.0,194.0,248.0,19
"Butler County, IA",23,IA,Butler County,10456.0,10308.0,585.0,602.0,75.0,93.0,75.0,93.0,19
"Calhoun County, IA",25,IA,Calhoun County,6479.0,6284.0,355.0,378.0,48.0,59.0,48.0,59.0,19
"Carroll County, IA",27,IA,Carroll County,15141.0,14772.0,715.0,762.0,96.0,122.0,96.0,122.0,19
"Cass County, IA",29,IA,Cass County,8991.0,8911.0,705.0,722.0,92.0,111.0,92.0,111.0,19
"Cedar County, IA",31,IA,Cedar County,14140.0,13904.0,621.0,685.0,82.0,107.0,82.0,107.0,19
"Cerro Gordo County, IA",33,IA,Cerro Gordo County,30743.0,30089.0,1537.0,1673.0,202.0,257.0,202.0,257.0,19
"Cherokee County, IA",35,IA,Cherokee County,7808.0,7734.0,449.0,448.0,61.0,73.0,61.0,73.0,19
"Chickasaw County, IA",37,IA,Chickasaw County,8719.0,8644.0,625.0,541.0,79.0,86.0,79.0,86.0,19
"Clarke County, IA",39,IA,Clarke County,6934.0,6868.0,535.0,558.0,71.0,88.0,71.0,88.0,19
"Clay County, IA",41,IA,Clay County,11767.0,11486.0,737.0,848.0,99.0,133.0,99.0,133.0,19
"Clayton County, IA",43,IA,Clayton County,12204.0,12002.0,964.0,865.0,121.0,130.0,121.0,130.0,19
"Clinton County, IA",45,IA,Clinton County,34962.0,34508.0,1928.0,2036.0,243.0,303.0,243.0,303.0,19
"Crawford County, IA",47,IA,Crawford County,12062.0,12127.0,1569.0,1461.0,186.0,207.0,186.0,207.0,19
"Dallas County, IA",49,IA,Dallas County,79409.0,82490.0,3257.0,3544.0,403.0,533.0,403.0,533.0,19
"Davis County, IA",51,IA,Davis County,6597.0,6562.0,746.0,747.0,93.0,110.0,93.0,110.0,19
"Decatur County, IA",53,IA,Decatur County,5204.0,5096.0,399.0,372.0,56.0,62.0,56.0,62.0,19
"Delaware County, IA",55,IA,Delaware County,12829.0,12742.0,753.0,644.0,98.0,98.0,98.0,98.0,19
"Des Moines County, IA",57,IA,Des Moines County,28705.0,28325.0,1531.0,1404.0,193.0,212.0,193.0,212.0,19
"Dickinson County, IA",59,IA,Dickinson County,12017.0,12076.0,581.0,661.0,81.0,105.0,81.0,105.0,19
"Dubuque County, IA",61,IA,Dubuque County,72768.0,72927.0,3726.0,3566.0,455.0,512.0,455.0,512.0,19
"Emmet County, IA",63,IA,Emmet County,6387.0,6178.0,490.0,508.0,65.0,80.0,65.0,80.0,19
"Fayette County, IA",65,IA,Fayette County,13908.0,13510.0,839.0,802.0,111.0,122.0,111.0,122.0,19
"Floyd County, IA",67,IA,Floyd County,11246.0,11049.0,760.0,719.0,98.0,112.0,98.0,112.0,19
"Franklin County, IA",69,IA,Franklin County,7266.0,6987.0,557.0,619.0,76.0,96.0,76.0,96.0,19
"Fremont County, IA",71,IA,Fremont County,5011.0,4793.0,275.0,309.0,36.0,48.0,36.0,48.0,19
"Greene County, IA",73,IA,Greene County,6484.0,6314.0,345.0,372.0,47.0,59.0,47.0,59.0,19
"Grundy County, IA",75,IA,Grundy County,9215.0,9101.0,397.0,494.0,52.0,77.0,52.0,77.0,19
"Guthrie County, IA",77,IA,Guthrie County,7674.0,7628.0,521.0,505.0,67.0,78.0,67.0,78.0,19
"Hamilton County, IA",79,IA,Hamilton County,10960.0,10839.0,627.0,672.0,83.0,103.0,83.0,103.0,19
"Hancock County, IA",81,IA,Hancock County,7720.0,7475.0,420.0,438.0,56.0,72.0,56.0,72.0,19
"Hardin County, IA",83,IA,Hardin County,11689.0,11322.0,732.0,787.0,93.0,122.0,93.0,122.0,19
"Harrison County, IA",85,IA,Harrison County,10607.0,10399.0,576.0,652.0,74.0,98.0,74.0,98.0,19
"Henry County, IA",87,IA,Henry County,13802.0,13505.0,758.0,792.0,99.0,125.0,99.0,125.0,19
"Howard County, IA",89,IA,Howard County,6730.0,6740.0,435.0,427.0,59.0,69.0,59.0,69.0,19
"Humboldt County, IA",91,IA,Humboldt County,6972.0,6892.0,420.0,489.0,55.0,76.0,55.0,76.0,19
"Ida County, IA",93,IA,Ida County,5037.0,4987.0,276.0,324.0,37.0,53.0,37.0,53.0,19
"Iowa County, IA",95,IA,Iowa County,12441.0,12311.0,535.0,558.0,73.0,91.0,73.0,91.0,19
"Jackson County, IA",97,IA,Jackson County,14372.0,14055.0,820.0,828.0,109.0,126.0,109.0,126.0,19
"Jasper County, IA",99,IA,Jasper County,27201.0,27044.0,1260.0,1237.0,165.0,192.0,165.0,192.0,19
"Jefferson County, IA",101,IA,Jefferson County,11386.0,11463.0,1134.0,958.0,161.0,172.0,161.0,172.0,19
"Johnson County, IA",103,IA,Johnson County,118281.0,119760.0,7387.0,7457.0,870.0,1072.0,870.0,1072.0,19
"Jones County, IA",105,IA,Jones County,14460.0,14246.0,844.0,884.0,109.0,139.0,109.0,139.0,19
"Keokuk County, IA",107,IA,Keokuk County,7425.0,7275.0,481.0,441.0,62.0,71.0,62.0,71.0,19
"Kossuth County, IA",109,IA,Kossuth County,10581.0,10361.0,536.0,597.0,70.0,93.0,70.0,93.0,19
"Lee County, IA",111,IA,Lee County,24139.0,23904.0,1351.0,1234.0,181.0,193.0,181.0,193.0,19
"Linn County, IA",113,IA,Linn County,177103.0,176909.0,8883.0,9265.0,1008.0,1208.0,1008.0,1208.0,19
"Louisa County, IA",115,IA,Louisa County,8023.0,8033.0,786.0,748.0,100.0,108.0,100.0,108.0,19
"Lucas County, IA",117,IA,Lucas County,6238.0,6154.0,372.0,361.0,51.0,59.0,51.0,59.0,19
"Lyon County, IA",119,IA,Lyon County,8906.0,8857.0,618.0,592.0,81.0,91.0,81.0,91.0,19
"Madison County, IA",121,IA,Madison County,12754.0,12830.0,661.0,808.0,85.0,123.0,85.0,123.0,19
"Mahaska County, IA",123,IA,Mahaska County,16517.0,16424.0,963.0,960.0,128.0,149.0,128.0,149.0,19
"Marion County, IA",125,IA,Marion County,24934.0,24789.0,1090.0,1051.0,146.0,162.0,146.0,162.0,19
"Marshall County, IA",127,IA,Marshall County,28750.0,28492.0,2374.0,2733.0,279.0,376.0,279.0,376.0,19
"Mills County, IA",129,IA,Mills County,11326.0,10934.0,570.0,555.0,74.0,85.0,74.0,85.0,19
"Mitchell County, IA",131,IA,Mitchell County,7627.0,7725.0,627.0,575.0,79.0,86.0,79.0,86.0,19
"Monona County, IA",133,IA,Monona County,6046.0,6015.0,381.0,371.0,50.0,57.0,50.0,57.0,19
"Monroe County, IA",135,IA,Monroe County,5719.0,5713.0,361.0,375.0,49.0,59.0,49.0,59.0,19
"Montgomery County, IA",137,IA,Montgomery County,7227.0,7154.0,468.0,477.0,62.0,74.0,62.0,74.0,19
"Muscatine County, IA",139,IA,Muscatine County,32771.0,32334.0,2119.0,2066.0,268.0,307.0,268.0,307.0,19
"O'Brien County, IA",141,IA,O'Brien County,10109.0,9961.0,666.0,617.0,90.0,95.0,90.0,95.0,19
"Osceola County, IA",143,IA,Osceola County,4212.0,4224.0,347.0,330.0,45.0,53.0,45.0,53.0,19
"Page County, IA",145,IA,Page County,9618.0,9556.0,604.0,594.0,82.0,94.0,82.0,94.0,19
"Palo Alto County, IA",147,IA,Palo Alto County,6377.0,6306.0,389.0,392.0,55.0,63.0,55.0,63.0,19
"Plymouth County, IA",149,IA,Plymouth County,19342.0,19088.0,1079.0,1168.0,136.0,177.0,136.0,177.0,19
"Pocahontas County, IA",151,IA,Pocahontas County,4652.0,4597.0,352.0,356.0,47.0,54.0,47.0,54.0,19
"Polk County, IA",153,IA,Polk County,393266.0,396498.0,24317.0,23576.0,2051.0,2259.0,2051.0,2259.0,19
"Pottawattamie County, IA",155,IA,Pottawattamie County,70219.0,70276.0,4487.0,4003.0,514.0,523.0,514.0,523.0,19
"Poweshiek County, IA",157,IA,Poweshiek County,12451.0,12378.0,683.0,662.0,92.0,111.0,92.0,111.0,19
"Ringgold County, IA",159,IA,Ringgold County,3376.0,3343.0,261.0,240.0,35.0,38.0,35.0,38.0,19
"Sac County, IA",161,IA,Sac County,6921.0,6774.0,411.0,422.0,53.0,66.0,53.0,66.0,19
"Scott County, IA",163,IA,Scott County,133923.0,133068.0,7743.0,7903.0,853.0,1003.0,853.0,1003.0,19
"Shelby County, IA",165,IA,Shelby County,8256.0,8182.0,490.0,494.0,65.0,77.0,65.0,77.0,19
"Sioux County, IA",167,IA,Sioux County,25415.0,25425.0,1775.0,1805.0,217.0,257.0,217.0,257.0,19
"Story County, IA",169,IA,Story County,70382.0,71896.0,4788.0,4294.0,756.0,773.0,756.0,773.0,19
"Tama County, IA",171,IA,Tama County,12262.0,12162.0,1121.0,1095.0,130.0,152.0,130.0,152.0,19
"Taylor County, IA",173,IA,Taylor County,4294.0,4249.0,390.0,354.0,51.0,57.0,51.0,57.0,19
"Union County, IA",175,IA,Union County,8779.0,8680.0,590.0,570.0,81.0,90.0,81.0,90.0,19
"Van Buren County, IA",177,IA,Van Buren County,4989.0,5007.0,410.0,404.0,54.0,62.0,54.0,62.0,19
"Wapello County, IA",179,IA,Wapello County,25430.0,25352.0,2229.0,2060.0,287.0,303.0,287.0,303.0,19
"Warren County, IA",181,IA,Warren County,40552.0,40899.0,1614.0,1793.0,207.0,273.0,207.0,273.0,19
"Washington County, IA",183,IA,Washington County,16291.0,16067.0,1141.0,1329.0,143.0,189.0,143.0,189.0,19
"Wayne County, IA",185,IA,Wayne County,4536.0,4519.0,382.0,341.0,51.0,55.0,51.0,55.0,19
"Webster County, IA",187,IA,Webster County,24860.0,24857.0,1732.0,1580.0,223.0,242.0,223.0,242.0,19
"Winnebago County, IA",189,IA,Winnebago County,7287.0,7169.0,386.0,393.0,53.0,64.0,53.0,64.0,19
"Winneshiek County, IA",191,IA,Winneshiek County,13234.0,13097.0,666.0,591.0,89.0,96.0,89.0,96.0,19
"Woodbury County, IA",193,IA,Woodbury County,78284.0,77868.0,6474.0,6593.0,708.0,838.0,708.0,838.0,19
"Worth County, IA",195,IA,Worth County,5497.0,5343.0,299.0,355.0,41.0,58.0,41.0,58.0,19
"Wright County, IA",197,IA,Wright County,8897.0,8724.0,639.0,626.0,85.0,98.0,85.0,98.0,19
"Allen County, KS",1,KS,Allen County,8490.0,8407.0,927.0,997.0,111.0,142.0,111.0,142.0,20
"Anderson County, KS",3,KS,Anderson County,5427.0,5524.0,654.0,653.0,79.0,92.0,79.0,92.0,20
"Atchison County, KS",5,KS,Atchison County,11038.0,10944.0,1041.0,1059.0,131.0,154.0,131.0,154.0,20
"Barber County, KS",7,KS,Barber County,2893.0,2845.0,473.0,420.0,56.0,60.0,56.0,60.0,20
"Barton County, KS",9,KS,Barton County,17477.0,17265.0,2597.0,2606.0,270.0,324.0,270.0,324.0,20
"Bourbon County, KS",11,KS,Bourbon County,9992.0,10022.0,1204.0,1108.0,146.0,163.0,146.0,163.0,20
"Brown County, KS",13,KS,Brown County,6667.0,6572.0,819.0,880.0,93.0,115.0,93.0,115.0,20
"Butler County, KS",15,KS,Butler County,49791.0,49777.0,4801.0,4687.0,498.0,579.0,498.0,579.0,20
"Chase County, KS",17,KS,Chase County,1623.0,1646.0,211.0,179.0,25.0,27.0,25.0,27.0,20
"Chautauqua County, KS",19,KS,Chautauqua County,1935.0,2018.0,372.0,353.0,43.0,48.0,43.0,48.0,20
"Cherokee County, KS",21,KS,Cherokee County,14015.0,14049.0,1746.0,1625.0,199.0,225.0,199.0,225.0,20
"Cheyenne County, KS",23,KS,Cheyenne County,1606.0,1640.0,299.0,227.0,36.0,34.0,36.0,34.0,20
"Clark County, KS",25,KS,Clark County,1373.0,1371.0,178.0,156.0,22.0,23.0,22.0,23.0,20
"Clay County, KS",27,KS,Clay County,5482.0,5412.0,580.0,649.0,71.0,94.0,71.0,94.0,20
"Cloud County, KS",29,KS,Cloud County,5902.0,5849.0,624.0,590.0,79.0,89.0,79.0,89.0,20
"Coffey County, KS",31,KS,Coffey County,5843.0,5753.0,525.0,532.0,64.0,77.0,64.0,77.0,20
"Comanche County, KS",33,KS,Comanche County,1055.0,1073.0,171.0,129.0,21.0,20.0,21.0,20.0,20
"Cowley County, KS",35,KS,Cowley County,23777.0,23441.0,2825.0,2975.0,310.0,369.0,310.0,369.0,20
"Crawford County, KS",37,KS,Crawford County,27434.0,27053.0,3638.0,3930.0,437.0,542.0,437.0,542.0,20
"Decatur County, KS",39,KS,Decatur County,1734.0,1729.0,267.0,209.0,33.0,32.0,33.0,32.0,20
"Dickinson County, KS",41,KS,Dickinson County,12922.0,12742.0,1600.0,1588.0,186.0,217.0,186.0,217.0,20
"Doniphan County, KS",43,KS,Doniphan County,5130.0,4992.0,574.0,608.0,71.0,86.0,71.0,86.0,20
"Douglas County, KS",45,KS,Douglas County,89168.0,89673.0,9568.0,9170.0,1056.0,1135.0,1056.0,1135.0,20
