county_state,countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
"Martin County, TX",317,TX,Martin County,4046.0,3946.0,1038.0,1158.0,106.0,131.0,106.0,131.0,48
"Mason County, TX",319,TX,Mason County,2125.0,2167.0,883.0,847.0,78.0,89.0,78.0,89.0,48
"Matagorda County, TX",321,TX,Matagorda County,23606.0,22971.0,6192.0,6741.0,557.0,662.0,557.0,662.0,48
"Maverick County, TX",323,TX,Maverick County,35720.0,34495.0,14265.0,14961.0,1088.0,1212.0,1088.0,1212.0,48
"McCulloch County, TX",307,TX,McCulloch County,4846.0,4453.0,1290.0,1404.0,130.0,154.0,130.0,154.0,48
"McLennan County, TX",309,TX,McLennan County,173081.0,171783.0,38118.0,39521.0,2736.0,3146.0,2736.0,3146.0,48
"McMullen County, TX",311,TX,McMullen County,481.0,437.0,76.0,97.0,9.0,12.0,9.0,12.0,48
"Medina County, TX",325,TX,Medina County,33297.0,33706.0,7422.0,7445.0,649.0,775.0,649.0,775.0,48
"Menard County, TX",327,TX,Menard County,1019.0,998.0,407.0,405.0,39.0,47.0,39.0,47.0,48
"Midland County, TX",329,TX,Midland County,128982.0,128794.0,29022.0,30184.0,2420.0,2820.0,2420.0,2820.0,48
"Milam County, TX",331,TX,Milam County,15533.0,14936.0,3704.0,4022.0,340.0,411.0,340.0,411.0,48
"Mills County, TX",333,TX,Mills County,2469.0,2493.0,908.0,889.0,81.0,91.0,81.0,91.0,48
"Mitchell County, TX",335,TX,Mitchell County,4363.0,4432.0,1085.0,1077.0,110.0,134.0,110.0,134.0,48
"Montague County, TX",337,TX,Montague County,11958.0,11961.0,3321.0,3310.0,296.0,345.0,296.0,345.0,48
"Montgomery County, TX",339,TX,Montgomery County,433203.0,446852.0,90482.0,91605.0,5480.0,6701.0,5480.0,6701.0,48
"Moore County, TX",341,TX,Moore County,13390.0,12463.0,4996.0,5565.0,424.0,497.0,424.0,497.0,48
"Morris County, TX",343,TX,Morris County,7750.0,7663.0,1786.0,1752.0,180.0,201.0,180.0,201.0,48
"Motley County, TX",345,TX,Motley County,645.0,656.0,189.0,151.0,20.0,20.0,20.0,20.0,48
"Nacogdoches County, TX",347,TX,Nacogdoches County,39644.0,38370.0,10678.0,11175.0,994.0,1094.0,994.0,1094.0,48
"Navarro County, TX",349,TX,Navarro County,31170.0,31827.0,9643.0,9362.0,725.0,794.0,725.0,794.0,48
"Newton County, TX",351,TX,Newton County,7813.0,7674.0,2176.0,1956.0,202.0,210.0,202.0,210.0,48
"Nolan County, TX",353,TX,Nolan County,9243.0,9288.0,2383.0,2367.0,227.0,258.0,227.0,258.0,48
"Nueces County, TX",355,TX,Nueces County,241588.0,241684.0,60083.0,58953.0,3887.0,4145.0,3887.0,4145.0,48
"Ochiltree County, TX",357,TX,Ochiltree County,6277.0,5773.0,2360.0,2587.0,208.0,243.0,208.0,243.0,48
"Oldham County, TX",359,TX,Oldham County,1273.0,1289.0,281.0,268.0,32.0,35.0,32.0,35.0,48
"Orange County, TX",361,TX,Orange County,57718.0,57598.0,11627.0,11270.0,995.0,1129.0,995.0,1129.0,48
"Palo Pinto County, TX",363,TX,Palo Pinto County,17695.0,18182.0,5323.0,4843.0,460.0,513.0,460.0,513.0,48
"Panola County, TX",365,TX,Panola County,14662.0,14319.0,3606.0,3676.0,329.0,382.0,329.0,382.0,48
"Parker County, TX",367,TX,Parker County,99471.0,103390.0,20751.0,20675.0,1660.0,1886.0,1660.0,1886.0,48
"Parmer County, TX",369,TX,Parmer County,5845.0,5773.0,2297.0,2180.0,204.0,229.0,204.0,229.0,48
"Pecos County, TX",371,TX,Pecos County,8725.0,8510.0,2871.0,3016.0,263.0,311.0,263.0,311.0,48
"Polk County, TX",373,TX,Polk County,28899.0,30882.0,8609.0,7722.0,656.0,777.0,656.0,777.0,48
"Potter County, TX",375,TX,Potter County,71368.0,70771.0,24112.0,22830.0,1833.0,1876.0,1833.0,1876.0,48
"Presidio County, TX",377,TX,Presidio County,3387.0,3040.0,1638.0,1812.0,145.0,157.0,145.0,157.0,48
"Rains County, TX",379,TX,Rains County,7281.0,7252.0,2071.0,2097.0,194.0,228.0,194.0,228.0,48
"Randall County, TX",381,TX,Randall County,99427.0,99884.0,15147.0,16210.0,1359.0,1670.0,1359.0,1670.0,48
"Reagan County, TX",383,TX,Reagan County,2727.0,2575.0,676.0,798.0,75.0,92.0,75.0,92.0,48
"Real County, TX",385,TX,Real County,1827.0,1679.0,522.0,579.0,54.0,65.0,54.0,65.0,48
"Red River County, TX",387,TX,Red River County,6977.0,7006.0,1886.0,1695.0,184.0,194.0,184.0,194.0,48
"Reeves County, TX",389,TX,Reeves County,8532.0,8562.0,2435.0,2380.0,241.0,272.0,241.0,272.0,48
"Refugio County, TX",391,TX,Refugio County,4264.0,4250.0,986.0,967.0,101.0,116.0,101.0,116.0,48
"Roberts County, TX",393,TX,Roberts County,558.0,523.0,112.0,105.0,13.0,15.0,13.0,15.0,48
"Robertson County, TX",395,TX,Robertson County,10796.0,10776.0,2693.0,2540.0,258.0,283.0,258.0,283.0,48
"Rockwall County, TX",397,TX,Rockwall County,78067.0,84267.0,13643.0,11686.0,1235.0,1255.0,1235.0,1255.0,48
"Runnels County, TX",399,TX,Runnels County,6392.0,6276.0,1617.0,1812.0,159.0,197.0,159.0,197.0,48
"Rusk County, TX",401,TX,Rusk County,31104.0,30364.0,8119.0,8336.0,672.0,773.0,672.0,773.0,48
"Sabine County, TX",403,TX,Sabine County,5769.0,5764.0,1450.0,1412.0,142.0,165.0,142.0,165.0,48
"San Augustine County, TX",405,TX,San Augustine County,4645.0,4693.0,1240.0,1160.0,125.0,136.0,125.0,136.0,48
"San Jacinto County, TX",407,TX,San Jacinto County,17165.0,17234.0,5018.0,5019.0,447.0,520.0,447.0,520.0,48
"San Patricio County, TX",409,TX,San Patricio County,45333.0,44388.0,10456.0,11539.0,899.0,1087.0,899.0,1087.0,48
"San Saba County, TX",411,TX,San Saba County,2735.0,2859.0,1210.0,1113.0,103.0,120.0,103.0,120.0,48
"Schleicher County, TX",413,TX,Schleicher County,1671.0,1608.0,553.0,584.0,54.0,62.0,54.0,62.0,48
"Scurry County, TX",415,TX,Scurry County,9741.0,9839.0,2820.0,2739.0,253.0,296.0,253.0,296.0,48
"Shackelford County, TX",417,TX,Shackelford County,1986.0,2019.0,578.0,555.0,58.0,65.0,58.0,65.0,48
"Shelby County, TX",419,TX,Shelby County,15196.0,14826.0,5297.0,5108.0,418.0,469.0,418.0,469.0,48
"Sherman County, TX",421,TX,Sherman County,1827.0,1723.0,720.0,791.0,67.0,80.0,67.0,80.0,48
"Smith County, TX",423,TX,Smith County,148726.0,148753.0,39717.0,40004.0,2797.0,3179.0,2797.0,3179.0,48
"Somervell County, TX",425,TX,Somervell County,6031.0,6003.0,1303.0,1292.0,137.0,152.0,137.0,152.0,48
"Starr County, TX",427,TX,Starr County,38046.0,38946.0,17283.0,15838.0,1106.0,1274.0,1106.0,1274.0,48
"Stephens County, TX",429,TX,Stephens County,5177.0,5074.0,1633.0,1631.0,160.0,181.0,160.0,181.0,48
"Sterling County, TX",431,TX,Sterling County,889.0,867.0,209.0,235.0,23.0,28.0,23.0,28.0,48
"Stonewall County, TX",433,TX,Stonewall County,793.0,764.0,192.0,224.0,21.0,27.0,21.0,27.0,48
"Sutton County, TX",435,TX,Sutton County,2408.0,2250.0,628.0,729.0,61.0,77.0,61.0,77.0,48
"Swisher County, TX",437,TX,Swisher County,4002.0,3774.0,1429.0,1543.0,130.0,154.0,130.0,154.0,48
"Tarrant County, TX",439,TX,Tarrant County,1486335.0,1476338.0,347063.0,362639.0,13617.0,15154.0,13617.0,15154.0,48
"Taylor County, TX",441,TX,Taylor County,93135.0,95303.0,21168.0,19311.0,1738.0,1787.0,1738.0,1787.0,48
"Terrell County, TX",443,TX,Terrell County,416.0,358.0,101.0,106.0,11.0,13.0,11.0,13.0,48
"Terry County, TX",445,TX,Terry County,6956.0,6787.0,2487.0,2432.0,213.0,241.0,213.0,241.0,48
"Throckmorton County, TX",447,TX,Throckmorton County,799.0,829.0,257.0,242.0,27.0,30.0,27.0,30.0,48
"Titus County, TX",449,TX,Titus County,20479.0,20238.0,6864.0,7043.0,584.0,645.0,584.0,645.0,48
"Tom Green County, TX",451,TX,Tom Green County,79120.0,79359.0,16924.0,16798.0,1507.0,1650.0,1507.0,1650.0,48
"Travis County, TX",453,TX,Travis County,939405.0,992122.0,185356.0,158369.0,9629.0,9852.0,9629.0,9852.0,48
"Trinity County, TX",455,TX,Trinity County,8324.0,8600.0,2283.0,2040.0,211.0,231.0,211.0,231.0,48
"Tyler County, TX",457,TX,Tyler County,11878.0,11792.0,2983.0,2950.0,278.0,326.0,278.0,326.0,48
"Upshur County, TX",459,TX,Upshur County,27392.0,27468.0,6255.0,6185.0,557.0,644.0,557.0,644.0,48
"Upton County, TX",461,TX,Upton County,2447.0,2337.0,630.0,682.0,62.0,72.0,62.0,72.0,48
"Uvalde County, TX",463,TX,Uvalde County,16251.0,16202.0,5374.0,5375.0,473.0,537.0,473.0,537.0,48
"Val Verde County, TX",465,TX,Val Verde County,30470.0,29981.0,9402.0,9903.0,795.0,932.0,795.0,932.0,48
"Van Zandt County, TX",467,TX,Van Zandt County,34037.0,35947.0,10703.0,9209.0,833.0,917.0,833.0,917.0,48
"Victoria County, TX",469,TX,Victoria County,59958.0,59165.0,15208.0,15370.0,1239.0,1412.0,1239.0,1412.0,48
"Walker County, TX",471,TX,Walker County,36937.0,37421.0,8758.0,7972.0,913.0,1040.0,913.0,1040.0,48
"Waller County, TX",473,TX,Waller County,33518.0,34321.0,10533.0,11149.0,886.0,1038.0,886.0,1038.0,48
"Ward County, TX",475,TX,Ward County,8080.0,7937.0,2180.0,2393.0,211.0,249.0,211.0,249.0,48
"Washington County, TX",477,TX,Washington County,20781.0,20735.0,5103.0,4762.0,459.0,504.0,459.0,504.0,48
"Webb County, TX",479,TX,Webb County,169177.0,165202.0,73316.0,76921.0,3972.0,4365.0,3972.0,4365.0,48
"Wharton County, TX",481,TX,Wharton County,25140.0,25321.0,8663.0,8200.0,677.0,773.0,677.0,773.0,48
"Wheeler County, TX",483,TX,Wheeler County,2974.0,2835.0,1058.0,1063.0,93.0,107.0,93.0,107.0,48
"Wichita County, TX",485,TX,Wichita County,81629.0,81782.0,18616.0,18633.0,1562.0,1764.0,1562.0,1764.0,48
"Wilbarger County, TX",487,TX,Wilbarger County,7878.0,7601.0,2192.0,2297.0,217.0,257.0,217.0,257.0,48
"Willacy County, TX",489,TX,Willacy County,11283.0,11022.0,3443.0,3494.0,306.0,343.0,306.0,343.0,48
"Williamson County, TX",491,TX,Williamson County,452412.0,473203.0,63856.0,67052.0,4487.0,5226.0,4487.0,5226.0,48
"Wilson County, TX",493,TX,Wilson County,35499.0,35948.0,7054.0,7228.0,618.0,733.0,618.0,733.0,48
"Winkler County, TX",495,TX,Winkler County,5470.0,5263.0,1458.0,1551.0,135.0,165.0,135.0,165.0,48
"Wise County, TX",497,TX,Wise County,46025.0,46609.0,12717.0,12674.0,976.0,1117.0,976.0,1117.0,48
"Wood County, TX",499,TX,Wood County,24516.0,24833.0,6987.0,6998.0,584.0,691.0,584.0,691.0,48
"Yoakum County, TX",501,TX,Yoakum County,5659.0,5236.0,2004.0,2359.0,180.0,222.0,180.0,222.0,48
"Young County, TX",503,TX,Young County,10753.0,10949.0,3309.0,3012.0,292.0,321.0,292.0,321.0,48
"Zapata County, TX",505,TX,Zapata County,8482.0,8426.0,3521.0,3504.0,282.0,317.0,282.0,317.0,48
"Zavala County, TX",507,TX,Zavala County,7416.0,7270.0,2076.0,2187.0,200.0,239.0,200.0,239.0,48
"Beaver County, UT",1,UT,Beaver County,4904.0,4865.0,747.0,789.0,96.0,114.0,96.0,114.0,49
"Box Elder County, UT",3,UT,Box Elder County,43172.0,44134.0,4863.0,4800.0,546.0,614.0,546.0,614.0,49
"Cache County, UT",5,UT,Cache County,100396.0,101582.0,10396.0,10747.0,1069.0,1194.0,1069.0,1194.0,49
"Carbon County, UT",7,UT,Carbon County,14501.0,14801.0,1611.0,1489.0,191.0,208.0,191.0,208.0,49
"Daggett County, UT",9,UT,Daggett County,625.0,651.0,64.0,99.0,9.0,16.0,9.0,16.0,49
"Davis County, UT",11,UT,Davis County,292559.0,298545.0,25911.0,22209.0,2333.0,2265.0,2333.0,2265.0,49
"Duchesne County, UT",13,UT,Duchesne County,14592.0,14645.0,2526.0,2406.0,260.0,273.0,260.0,273.0,49
"Emery County, UT",15,UT,Emery County,7333.0,7346.0,806.0,852.0,101.0,121.0,101.0,121.0,49
"Garfield County, UT",17,UT,Garfield County,3003.0,3102.0,632.0,528.0,76.0,76.0,76.0,76.0,49
"Grand County, UT",19,UT,Grand County,6468.0,6635.0,1265.0,1155.0,147.0,156.0,147.0,156.0,49
"Iron County, UT",21,UT,Iron County,40422.0,41549.0,5683.0,5941.0,644.0,771.0,644.0,771.0,49
"Juab County, UT",23,UT,Juab County,9247.0,9267.0,1158.0,1220.0,149.0,179.0,149.0,179.0,49
"Kane County, UT",25,UT,Kane County,5142.0,5104.0,586.0,632.0,76.0,93.0,76.0,93.0,49
"Millard County, UT",27,UT,Millard County,8992.0,9206.0,1581.0,1508.0,176.0,198.0,176.0,198.0,49
"Morgan County, UT",29,UT,Morgan County,9961.0,10268.0,853.0,754.0,117.0,118.0,117.0,118.0,49
"Piute County, UT",31,UT,Piute County,869.0,878.0,132.0,112.0,18.0,17.0,18.0,17.0,49
"Rich County, UT",33,UT,Rich County,1796.0,1675.0,213.0,267.0,31.0,40.0,31.0,40.0,49
"Salt Lake County, UT",35,UT,Salt Lake County,904037.0,921559.0,115752.0,102128.0,5541.0,5601.0,5541.0,5601.0,49
"San Juan County, UT",37,UT,San Juan County,10338.0,10905.0,2197.0,2080.0,222.0,242.0,222.0,242.0,49
"Sanpete County, UT",39,UT,Sanpete County,20053.0,20714.0,3483.0,3154.0,397.0,399.0,397.0,399.0,49
"Sevier County, UT",41,UT,Sevier County,15568.0,15699.0,2073.0,1957.0,231.0,258.0,231.0,258.0,49
"Summit County, UT",43,UT,Summit County,33365.0,33678.0,3728.0,3158.0,394.0,408.0,394.0,408.0,49
"Tooele County, UT",45,UT,Tooele County,58220.0,59241.0,6823.0,7787.0,785.0,993.0,785.0,993.0,49
"Uintah County, UT",47,UT,Uintah County,26254.0,26165.0,5076.0,5205.0,525.0,602.0,525.0,602.0,49
"Utah County, UT",49,UT,Utah County,519721.0,538982.0,53785.0,49388.0,3710.0,3768.0,3710.0,3768.0,49
"Wasatch County, UT",51,UT,Wasatch County,26365.0,27640.0,3419.0,3054.0,388.0,435.0,388.0,435.0,49
"Washington County, UT",53,UT,Washington County,115156.0,122352.0,20380.0,18011.0,1925.0,1938.0,1925.0,1938.0,49
"Wayne County, UT",55,UT,Wayne County,1756.0,1776.0,327.0,317.0,41.0,46.0,41.0,46.0,49
"Weber County, UT",57,UT,Weber County,203795.0,203688.0,22325.0,23656.0,1974.0,2274.0,1974.0,2274.0,49
"Addison County, VT",1,VT,Addison County,24969.0,24823.0,1650.0,1519.0,214.0,233.0,214.0,233.0,50
"Bennington County, VT",3,VT,Bennington County,24457.0,24387.0,1598.0,1304.0,210.0,207.0,210.0,207.0,50
"Caledonia County, VT",5,VT,Caledonia County,21088.0,20870.0,1320.0,1111.0,178.0,178.0,178.0,178.0,50
"Chittenden County, VT",7,VT,Chittenden County,123742.0,124860.0,6400.0,5680.0,654.0,682.0,654.0,682.0,50
"Essex County, VT",9,VT,Essex County,4189.0,4092.0,289.0,245.0,42.0,45.0,42.0,45.0,50
"Franklin County, VT",11,VT,Franklin County,38542.0,38980.0,2199.0,1868.0,283.0,288.0,283.0,288.0,50
"Grand Isle County, VT",13,VT,Grand Isle County,5365.0,5283.0,301.0,295.0,44.0,52.0,44.0,52.0,50
"Lamoille County, VT",15,VT,Lamoille County,18756.0,18800.0,1392.0,1197.0,195.0,200.0,195.0,200.0,50
"Orange County, VT",17,VT,Orange County,20546.0,20583.0,1371.0,1065.0,181.0,172.0,181.0,172.0,50
"Orleans County, VT",19,VT,Orleans County,18719.0,18593.0,1337.0,1135.0,174.0,185.0,174.0,185.0,50
"Rutland County, VT",21,VT,Rutland County,40684.0,40035.0,2381.0,2090.0,303.0,322.0,303.0,322.0,50
"Washington County, VT",23,VT,Washington County,41934.0,41742.0,2310.0,2026.0,291.0,305.0,291.0,305.0,50
"Windham County, VT",25,VT,Windham County,29150.0,28880.0,1927.0,1602.0,259.0,253.0,259.0,253.0,50
"Windsor County, VT",27,VT,Windsor County,38564.0,38637.0,2646.0,2221.0,319.0,341.0,319.0,341.0,50
"Accomack County, VA",1,VA,Accomack County,20219.0,20066.0,3601.0,3162.0,376.0,389.0,376.0,389.0,51
"Albemarle County, VA",3,VA,Albemarle County,75154.0,75041.0,7182.0,7920.0,729.0,936.0,729.0,936.0,51
"Alexandria city, VA",510,VA,Alexandria city,126213.0,126157.0,12663.0,11230.0,1301.0,1356.0,1301.0,1356.0,51
"Alleghany County, VA",5,VA,Alleghany County,9892.0,9713.0,1040.0,1014.0,126.0,143.0,126.0,143.0,51
"Amelia County, VA",7,VA,Amelia County,9235.0,9016.0,1208.0,1196.0,141.0,163.0,141.0,163.0,51
"Amherst County, VA",9,VA,Amherst County,21409.0,21089.0,2436.0,2543.0,280.0,334.0,280.0,334.0,51
"Appomattox County, VA",11,VA,Appomattox County,10961.0,11108.0,1485.0,1342.0,171.0,187.0,171.0,187.0,51
"Arlington County, VA",13,VA,Arlington County,197045.0,200417.0,12911.0,13375.0,1353.0,1571.0,1353.0,1571.0,51
"Augusta County, VA",15,VA,Augusta County,50618.0,51463.0,5609.0,5242.0,613.0,679.0,613.0,679.0,51
"Bath County, VA",17,VA,Bath County,2654.0,2625.0,310.0,292.0,42.0,45.0,42.0,45.0,51
"Bedford County, VA",19,VA,Bedford County,55914.0,56459.0,5649.0,4949.0,595.0,642.0,595.0,642.0,51
"Bland County, VA",21,VA,Bland County,3830.0,3742.0,327.0,321.0,42.0,49.0,42.0,49.0,51
"Botetourt County, VA",23,VA,Botetourt County,23639.0,23726.0,1858.0,1801.0,219.0,254.0,219.0,254.0,51
"Bristol city, VA",520,VA,Bristol city,11613.0,11993.0,1206.0,1142.0,156.0,174.0,156.0,174.0,51
"Brunswick County, VA",25,VA,Brunswick County,9131.0,8999.0,1303.0,1024.0,149.0,146.0,149.0,146.0,51
"Buchanan County, VA",27,VA,Buchanan County,13266.0,13253.0,1836.0,1405.0,208.0,201.0,208.0,201.0,51
"Buckingham County, VA",29,VA,Buckingham County,10116.0,10043.0,1367.0,1308.0,167.0,184.0,167.0,184.0,51
"Buena Vista city, VA",530,VA,Buena Vista city,4348.0,4206.0,375.0,457.0,56.0,75.0,56.0,75.0,51
"Campbell County, VA",31,VA,Campbell County,38698.0,38860.0,4462.0,4078.0,517.0,548.0,517.0,548.0,51
"Caroline County, VA",33,VA,Caroline County,22594.0,22551.0,2384.0,2186.0,276.0,301.0,276.0,301.0,51
"Carroll County, VA",35,VA,Carroll County,19344.0,19444.0,2677.0,2540.0,309.0,341.0,309.0,341.0,51
"Charles City County, VA",36,VA,Charles City County,4448.0,4196.0,722.0,732.0,80.0,92.0,80.0,92.0,51
"Charlotte County, VA",37,VA,Charlotte County,7849.0,7809.0,1113.0,1003.0,133.0,141.0,133.0,141.0,51
"Charlottesville city, VA",540,VA,Charlottesville city,35183.0,35113.0,4204.0,3679.0,520.0,518.0,520.0,518.0,51
"Chesapeake city, VA",550,VA,Chesapeake city,190383.0,190472.0,16311.0,15829.0,1636.0,1814.0,1636.0,1814.0,51
"Chesterfield County, VA",41,VA,Chesterfield County,267426.0,271156.0,26720.0,23790.0,2212.0,2398.0,2212.0,2398.0,51
"Clarke County, VA",43,VA,Clarke County,10295.0,10320.0,1080.0,1014.0,125.0,139.0,125.0,139.0,51
"Colonial Heights city, VA",570,VA,Colonial Heights city,12506.0,12392.0,1259.0,1201.0,163.0,183.0,163.0,183.0,51
"Covington city, VA",580,VA,Covington city,3961.0,4012.0,345.0,335.0,48.0,55.0,48.0,55.0,51
"Craig County, VA",45,VA,Craig County,3611.0,3465.0,251.0,325.0,37.0,50.0,37.0,50.0,51
"Culpeper County, VA",47,VA,Culpeper County,37994.0,38396.0,4744.0,4715.0,496.0,587.0,496.0,587.0,51
"Cumberland County, VA",49,VA,Cumberland County,6767.0,6737.0,797.0,731.0,98.0,109.0,98.0,109.0,51
"Danville city, VA",590,VA,Danville city,27069.0,26429.0,2929.0,2728.0,351.0,376.0,351.0,376.0,51
"Dickenson County, VA",51,VA,Dickenson County,9398.0,9301.0,1076.0,885.0,126.0,131.0,126.0,131.0,51
"Dinwiddie County, VA",53,VA,Dinwiddie County,20552.0,20509.0,2273.0,1994.0,270.0,285.0,270.0,285.0,51
"Emporia city, VA",595,VA,Emporia city,3775.0,3577.0,343.0,345.0,48.0,54.0,48.0,54.0,51
"Essex County, VA",57,VA,Essex County,7315.0,7160.0,936.0,913.0,113.0,130.0,113.0,130.0,51
"Fairfax County, VA",59,VA,Fairfax County,893743.0,918939.0,89030.0,75442.0,5164.0,5130.0,5164.0,5130.0,51
"Fairfax city, VA",600,VA,Fairfax city,18507.0,18257.0,1929.0,1783.0,235.0,261.0,235.0,261.0,51
"Falls Church city, VA",610,VA,Falls Church city,12174.0,12164.0,486.0,542.0,66.0,84.0,66.0,84.0,51
"Fauquier County, VA",61,VA,Fauquier County,53820.0,53876.0,5392.0,5109.0,548.0,592.0,548.0,592.0,51
"Floyd County, VA",63,VA,Floyd County,10514.0,10472.0,1443.0,1361.0,169.0,194.0,169.0,194.0,51
"Fluvanna County, VA",65,VA,Fluvanna County,18597.0,18478.0,1854.0,1889.0,219.0,262.0,219.0,262.0,51
"Franklin County, VA",67,VA,Franklin County,37121.0,37243.0,4259.0,3814.0,472.0,524.0,472.0,524.0,51
"Franklin city, VA",620,VA,Franklin city,5836.0,5491.0,466.0,484.0,61.0,74.0,61.0,74.0,51
"Frederick County, VA",69,VA,Frederick County,65558.0,66866.0,6852.0,6503.0,696.0,812.0,696.0,812.0,51
"Fredericksburg city, VA",630,VA,Fredericksburg city,20558.0,20493.0,2393.0,2711.0,285.0,388.0,285.0,388.0,51
"Galax city, VA",640,VA,Galax city,4322.0,4422.0,707.0,562.0,84.0,85.0,84.0,85.0,51
"Giles County, VA",71,VA,Giles County,11698.0,11710.0,1187.0,1132.0,146.0,166.0,146.0,166.0,51
"Gloucester County, VA",73,VA,Gloucester County,27120.0,26929.0,2826.0,2713.0,323.0,369.0,323.0,369.0,51
"Goochland County, VA",75,VA,Goochland County,16341.0,16874.0,1117.0,951.0,143.0,153.0,143.0,153.0,51
"Grayson County, VA",77,VA,Grayson County,9380.0,9379.0,1234.0,1092.0,148.0,154.0,148.0,154.0,51
"Greene County, VA",79,VA,Greene County,14447.0,14438.0,1742.0,1788.0,200.0,237.0,200.0,237.0,51
"Greensville County, VA",81,VA,Greensville County,5631.0,5457.0,527.0,436.0,68.0,65.0,68.0,65.0,51
"Halifax County, VA",83,VA,Halifax County,22210.0,21772.0,2616.0,2221.0,292.0,296.0,292.0,296.0,51
"Hampton city, VA",650,VA,Hampton city,99413.0,98023.0,8475.0,8426.0,973.0,1159.0,973.0,1159.0,51
"Hanover County, VA",85,VA,Hanover County,80956.0,80907.0,5789.0,5652.0,617.0,712.0,617.0,712.0,51
"Harrisonburg city, VA",660,VA,Harrisonburg city,34946.0,34827.0,5221.0,5259.0,656.0,694.0,656.0,694.0,51
"Henrico County, VA",87,VA,Henrico County,251622.0,252698.0,24306.0,23057.0,2150.0,2365.0,2150.0,2365.0,51
"Henry County, VA",89,VA,Henry County,33050.0,32989.0,4267.0,3721.0,483.0,502.0,483.0,502.0,51
"Highland County, VA",91,VA,Highland County,1198.0,1233.0,205.0,155.0,26.0,25.0,26.0,25.0,51
"Hopewell city, VA",670,VA,Hopewell city,16907.0,16441.0,1678.0,1634.0,223.0,256.0,223.0,256.0,51
"Isle of Wight County, VA",93,VA,Isle of Wight County,27206.0,27464.0,2443.0,2343.0,280.0,317.0,280.0,317.0,51
"James City County, VA",95,VA,James City County,52231.0,52237.0,3887.0,3783.0,440.0,506.0,440.0,506.0,51
"King George County, VA",99,VA,King George County,21454.0,21706.0,1545.0,1487.0,189.0,207.0,189.0,207.0,51
"King William County, VA",101,VA,King William County,13048.0,13256.0,1219.0,1298.0,150.0,186.0,150.0,186.0,51
"King and Queen County, VA",97,VA,King and Queen County,4667.0,4555.0,653.0,632.0,78.0,91.0,78.0,91.0,51
"Lancaster County, VA",103,VA,Lancaster County,5836.0,5773.0,782.0,692.0,92.0,98.0,92.0,98.0,51
"Lee County, VA",105,VA,Lee County,14816.0,14617.0,1807.0,1623.0,208.0,230.0,208.0,230.0,51
"Lexington city, VA",678,VA,Lexington city,3386.0,3201.0,218.0,258.0,33.0,45.0,33.0,45.0,51
"Loudoun County, VA",107,VA,Loudoun County,352397.0,364674.0,22946.0,23021.0,1970.0,2223.0,1970.0,2223.0,51
"Louisa County, VA",109,VA,Louisa County,26197.0,26869.0,3614.0,2964.0,391.0,399.0,391.0,399.0,51
"Lunenburg County, VA",111,VA,Lunenburg County,7204.0,7083.0,1135.0,1113.0,130.0,146.0,130.0,146.0,51
"Lynchburg city, VA",680,VA,Lynchburg city,53841.0,53474.0,5497.0,4774.0,676.0,677.0,676.0,677.0,51
"Madison County, VA",113,VA,Madison County,9018.0,8910.0,1138.0,1203.0,138.0,164.0,138.0,164.0,51
"Manassas Park city, VA",685,VA,Manassas Park city,13382.0,13519.0,2414.0,2724.0,284.0,363.0,284.0,363.0,51
"Manassas city, VA",683,VA,Manassas city,30502.0,29710.0,5801.0,6268.0,607.0,698.0,607.0,698.0,51
"Martinsville city, VA",690,VA,Martinsville city,9079.0,8717.0,829.0,855.0,107.0,127.0,107.0,127.0,51
"Mathews County, VA",115,VA,Mathews County,5502.0,5390.0,533.0,560.0,67.0,83.0,67.0,83.0,51
"Mecklenburg County, VA",117,VA,Mecklenburg County,19230.0,19037.0,2628.0,2314.0,296.0,310.0,296.0,310.0,51
"Middlesex County, VA",119,VA,Middlesex County,6115.0,5953.0,794.0,800.0,93.0,110.0,93.0,110.0,51
"Montgomery County, VA",121,VA,Montgomery County,69276.0,69040.0,6689.0,6358.0,784.0,870.0,784.0,870.0,51
"Nelson County, VA",125,VA,Nelson County,9297.0,9176.0,1355.0,1225.0,151.0,164.0,151.0,164.0,51
"New Kent County, VA",127,VA,New Kent County,16911.0,16948.0,1593.0,1765.0,187.0,244.0,187.0,244.0,51
"Newport News city, VA",700,VA,Newport News city,132496.0,132441.0,13869.0,11386.0,1473.0,1444.0,1473.0,1444.0,51
"Norfolk city, VA",710,VA,Norfolk city,160657.0,157741.0,18670.0,18597.0,1764.0,2094.0,1764.0,2094.0,51
"Northampton County, VA",131,VA,Northampton County,7271.0,7120.0,1042.0,879.0,120.0,118.0,120.0,118.0,51
"Northumberland County, VA",133,VA,Northumberland County,6654.0,6514.0,832.0,798.0,103.0,117.0,103.0,117.0,51
"Norton city, VA",720,VA,Norton city,2928.0,2949.0,262.0,236.0,42.0,44.0,42.0,44.0,51
"Nottoway County, VA",135,VA,Nottoway County,8895.0,8960.0,1320.0,1069.0,149.0,146.0,149.0,146.0,51
"Orange County, VA",137,VA,Orange County,25865.0,26228.0,3001.0,2935.0,339.0,400.0,339.0,400.0,51
"Page County, VA",139,VA,Page County,16353.0,16367.0,2080.0,1985.0,243.0,273.0,243.0,273.0,51
